Año;Tipo territorio;Código territorio;Territorio;Edad;Nacionalidad;Sexo;Valor;Estado dato
2024;Municipios;1126;Pinilla del Valle;De 55-59 años;Total;Hombres;10;
2024;Municipios;1132;Pinto;De 55-59 años;Total;Hombres;1876;
2024;Municipios;1147;Piñuécar-Gandullas;De 55-59 años;Total;Hombres;16;
2024;Municipios;1150;Pozuelo de Alarcón;De 55-59 años;Total;Hombres;3277;
2024;Municipios;1163;Pozuelo del Rey;De 55-59 años;Total;Hombres;44;
2024;Municipios;1179;Prádena del Rincón;De 55-59 años;Total;Hombres;8;
2024;Municipios;1185;Puebla de la Sierra;De 55-59 años;Total;Hombres;4;
2024;Municipios;9020;Puentes Viejas;De 55-59 años;Total;Hombres;38;
2024;Municipios;1198;Quijorna;De 55-59 años;Total;Hombres;165;
2024;Municipios;1202;Rascafría;De 55-59 años;Total;Hombres;91;
2024;Municipios;1219;Redueña;De 55-59 años;Total;Hombres;13;
2024;Municipios;1224;Ribatejada;De 55-59 años;Total;Hombres;48;
2024;Municipios;1230;Rivas-Vaciamadrid;De 55-59 años;Total;Hombres;3522;
2024;Municipios;1245;Robledillo de la Jara;De 55-59 años;Total;Hombres;7;
2024;Municipios;1258;Robledo de Chavela;De 55-59 años;Total;Hombres;252;
2024;Municipios;1261;Robregordo;De 55-59 años;Total;Hombres;1;
2024;Municipios;1277;Rozas de Madrid (Las);De 55-59 años;Total;Hombres;3631;
2024;Municipios;1283;Rozas de Puerto Real;De 55-59 años;Total;Hombres;33;
2024;Municipios;1296;San Agustín del Guadalix;De 55-59 años;Total;Hombres;560;
2024;Municipios;1300;San Fernando de Henares;De 55-59 años;Total;Hombres;1632;
2024;Municipios;1317;San Lorenzo de El Escorial;De 55-59 años;Total;Hombres;744;
2024;Municipios;1322;San Martín de la Vega;De 55-59 años;Total;Hombres;804;
2024;Municipios;1338;San Martín de Valdeiglesias;De 55-59 años;Total;Hombres;350;
2024;Municipios;1343;San Sebastián de los Reyes;De 55-59 años;Total;Hombres;3132;
2024;Municipios;1356;Santa María de la Alameda;De 55-59 años;Total;Hombres;84;
2024;Municipios;1369;Santorcaz;De 55-59 años;Total;Hombres;46;
2024;Municipios;1375;Santos de la Humosa (Los);De 55-59 años;Total;Hombres;91;
2024;Municipios;1381;Serna del Monte (La);De 55-59 años;Total;Hombres;3;
2024;Municipios;1408;Serranillos del Valle;De 55-59 años;Total;Hombres;195;
2024;Municipios;1415;Sevilla la Nueva;De 55-59 años;Total;Hombres;367;
2024;Municipios;1436;Somosierra;De 55-59 años;Total;Hombres;5;
2024;Municipios;1441;Soto del Real;De 55-59 años;Total;Hombres;438;
2024;Municipios;1454;Talamanca de Jarama;De 55-59 años;Total;Hombres;163;
2024;Municipios;1467;Tielmes;De 55-59 años;Total;Hombres;112;
2024;Municipios;1473;Titulcia;De 55-59 años;Total;Hombres;68;
2024;Municipios;1489;Torrejón de Ardoz;De 55-59 años;Total;Hombres;4607;
2024;Municipios;1492;Torrejón de la Calzada;De 55-59 años;Total;Hombres;323;
2024;Municipios;1505;Torrejón de Velasco;De 55-59 años;Total;Hombres;197;
2024;Municipios;1512;Torrelaguna;De 55-59 años;Total;Hombres;167;
2024;Municipios;1527;Torrelodones;De 55-59 años;Total;Hombres;998;
2024;Municipios;1533;Torremocha de Jarama;De 55-59 años;Total;Hombres;48;
2024;Municipios;1548;Torres de la Alameda;De 55-59 años;Total;Hombres;304;
2024;Municipios;9036;Tres Cantos;De 55-59 años;Total;Hombres;1809;
2024;Municipios;1551;Valdaracete;De 55-59 años;Total;Hombres;25;
2024;Municipios;1564;Valdeavero;De 55-59 años;Total;Hombres;64;
2024;Municipios;1570;Valdelaguna;De 55-59 años;Total;Hombres;40;
2024;Municipios;1586;Valdemanco;De 55-59 años;Total;Hombres;45;
2024;Municipios;1599;Valdemaqueda;De 55-59 años;Total;Hombres;42;
2024;Municipios;1603;Valdemorillo;De 55-59 años;Total;Hombres;639;
2024;Municipios;1610;Valdemoro;De 55-59 años;Total;Hombres;3076;
2024;Municipios;1625;Valdeolmos-Alalpardo;De 55-59 años;Total;Hombres;145;
2024;Municipios;1631;Valdepiélagos;De 55-59 años;Total;Hombres;30;
2024;Municipios;1646;Valdetorres de Jarama;De 55-59 años;Total;Hombres;185;
2024;Municipios;1659;Valdilecha;De 55-59 años;Total;Hombres;126;
2024;Municipios;1662;Valverde de Alcalá;De 55-59 años;Total;Hombres;28;
2024;Municipios;1678;Velilla de San Antonio;De 55-59 años;Total;Hombres;540;
2024;Municipios;1684;Vellón (El);De 55-59 años;Total;Hombres;98;
2024;Municipios;1697;Venturada;De 55-59 años;Total;Hombres;122;
2024;Municipios;1718;Villa del Prado;De 55-59 años;Total;Hombres;274;
2024;Municipios;1701;Villaconejos;De 55-59 años;Total;Hombres;134;
2024;Municipios;1723;Villalbilla;De 55-59 años;Total;Hombres;553;
2024;Municipios;1739;Villamanrique de Tajo;De 55-59 años;Total;Hombres;29;
2024;Municipios;1744;Villamanta;De 55-59 años;Total;Hombres;96;
2024;Municipios;1757;Villamantilla;De 55-59 años;Total;Hombres;67;
2024;Municipios;1760;Villanueva de la Cañada;De 55-59 años;Total;Hombres;862;
2024;Municipios;1782;Villanueva de Perales;De 55-59 años;Total;Hombres;80;
2024;Municipios;1776;Villanueva del Pardillo;De 55-59 años;Total;Hombres;714;
2024;Municipios;1795;Villar del Olmo;De 55-59 años;Total;Hombres;109;
2024;Municipios;1809;Villarejo de Salvanés;De 55-59 años;Total;Hombres;280;
2024;Municipios;1816;Villaviciosa de Odón;De 55-59 años;Total;Hombres;997;
2024;Municipios;1821;Villavieja del Lozoya;De 55-59 años;Total;Hombres;19;
2024;Municipios;1837;Zarzalejo;De 55-59 años;Total;Hombres;77;
2024;Zonas Estadísticas;03;Este Metropolitano;De 55-59 años;Total;Hombres;23740;
2024;Zonas Estadísticas;01;Municipio de Madrid;De 55-59 años;Total;Hombres;114711;
2024;Zonas Estadísticas;07;Nordeste Comunidad;De 55-59 años;Total;Hombres;2804;
2024;Zonas Estadísticas;02;Norte Metropolitano;De 55-59 años;Total;Hombres;12462;
2024;Zonas Estadísticas;05;Oeste Metropolitano;De 55-59 años;Total;Hombres;19761;
2024;Zonas Estadísticas;11;Sierra Central;De 55-59 años;Total;Hombres;8078;
2024;Zonas Estadísticas;06;Sierra Norte;De 55-59 años;Total;Hombres;2054;
2024;Zonas Estadísticas;10;Sierra Sur;De 55-59 años;Total;Hombres;1712;
2024;Zonas Estadísticas;08;Sudeste Comunidad;De 55-59 años;Total;Hombres;4477;
2024;Zonas Estadísticas;09;Sudoeste Comunidad;De 55-59 años;Total;Hombres;5375;
2024;Zonas Estadísticas;04;Sur Metropolitano;De 55-59 años;Total;Hombres;44641;
2021;Comunidad de Madrid;;Comunidad de Madrid;De 60-64 años;Total;Hombres;182749;
2021;Municipios;0014;Acebeda (La);De 60-64 años;Total;Hombres;3;
2021;Municipios;0029;Ajalvir;De 60-64 años;Total;Hombres;115;
2021;Municipios;0035;Alameda del Valle;De 60-64 años;Total;Hombres;16;
2021;Municipios;0040;Álamo (El);De 60-64 años;Total;Hombres;262;
2021;Municipios;0053;Alcalá de Henares;De 60-64 años;Total;Hombres;5514;
2021;Municipios;0066;Alcobendas;De 60-64 años;Total;Hombres;2748;
2021;Municipios;0072;Alcorcón;De 60-64 años;Total;Hombres;3735;
2021;Municipios;0088;Aldea del Fresno;De 60-64 años;Total;Hombres;89;
2021;Municipios;0091;Algete;De 60-64 años;Total;Hombres;666;
2021;Municipios;0105;Alpedrete;De 60-64 años;Total;Hombres;423;
2021;Municipios;0112;Ambite;De 60-64 años;Total;Hombres;16;
2021;Municipios;0127;Anchuelo;De 60-64 años;Total;Hombres;37;
2021;Municipios;0133;Aranjuez;De 60-64 años;Total;Hombres;1666;
2021;Municipios;0148;Arganda del Rey;De 60-64 años;Total;Hombres;1511;
2021;Municipios;0151;Arroyomolinos;De 60-64 años;Total;Hombres;507;
2021;Municipios;0164;Atazar (El);De 60-64 años;Total;Hombres;5;
2021;Municipios;0170;Batres;De 60-64 años;Total;Hombres;52;
2021;Municipios;0186;Becerril de la Sierra;De 60-64 años;Total;Hombres;202;
2021;Municipios;0199;Belmonte de Tajo;De 60-64 años;Total;Hombres;65;
2021;Municipios;0210;Berrueco (El);De 60-64 años;Total;Hombres;42;
2021;Municipios;0203;Berzosa del Lozoya;De 60-64 años;Total;Hombres;13;
2021;Municipios;0225;Boadilla del Monte;De 60-64 años;Total;Hombres;1275;
2021;Municipios;0231;Boalo (El);De 60-64 años;Total;Hombres;227;
2021;Municipios;0246;Braojos;De 60-64 años;Total;Hombres;7;
2021;Municipios;0259;Brea de Tajo;De 60-64 años;Total;Hombres;14;
2021;Municipios;0262;Brunete;De 60-64 años;Total;Hombres;260;
2021;Municipios;0278;Buitrago del Lozoya;De 60-64 años;Total;Hombres;46;
2021;Municipios;0284;Bustarviejo;De 60-64 años;Total;Hombres;87;
2021;Municipios;0297;Cabanillas de la Sierra;De 60-64 años;Total;Hombres;35;
2021;Municipios;0301;Cabrera (La);De 60-64 años;Total;Hombres;65;
2021;Municipios;0318;Cadalso de los Vidrios;De 60-64 años;Total;Hombres;100;
2021;Municipios;0323;Camarma de Esteruelas;De 60-64 años;Total;Hombres;201;
2021;Municipios;0339;Campo Real;De 60-64 años;Total;Hombres;161;
2021;Municipios;0344;Canencia;De 60-64 años;Total;Hombres;34;
2021;Municipios;0357;Carabaña;De 60-64 años;Total;Hombres;60;
2021;Municipios;0360;Casarrubuelos;De 60-64 años;Total;Hombres;119;
2021;Municipios;0376;Cenicientos;De 60-64 años;Total;Hombres;73;
2021;Municipios;0382;Cercedilla;De 60-64 años;Total;Hombres;283;
2021;Municipios;0395;Cervera de Buitrago;De 60-64 años;Total;Hombres;6;
2021;Municipios;0513;Chapinería;De 60-64 años;Total;Hombres;74;
2021;Municipios;0528;Chinchón;De 60-64 años;Total;Hombres;181;
2021;Municipios;0409;Ciempozuelos;De 60-64 años;Total;Hombres;764;
2021;Municipios;0416;Cobeña;De 60-64 años;Total;Hombres;211;
2021;Municipios;0468;Collado Mediano;De 60-64 años;Total;Hombres;219;
2021;Municipios;0474;Collado Villalba;De 60-64 años;Total;Hombres;1886;
2021;Municipios;0437;Colmenar de Oreja;De 60-64 años;Total;Hombres;304;
2021;Municipios;0421;Colmenar del Arroyo;De 60-64 años;Total;Hombres;60;
2021;Municipios;0455;Colmenar Viejo;De 60-64 años;Total;Hombres;1483;
2021;Municipios;0442;Colmenarejo;De 60-64 años;Total;Hombres;257;
2021;Municipios;0480;Corpa;De 60-64 años;Total;Hombres;19;
2021;Municipios;0493;Coslada;De 60-64 años;Total;Hombres;2968;
2021;Municipios;0506;Cubas de la Sagra;De 60-64 años;Total;Hombres;145;
2021;Municipios;0534;Daganzo de Arriba;De 60-64 años;Total;Hombres;235;
2021;Municipios;0549;Escorial (El);De 60-64 años;Total;Hombres;599;
2021;Municipios;0552;Estremera;De 60-64 años;Total;Hombres;57;
2021;Municipios;0565;Fresnedillas de la Oliva;De 60-64 años;Total;Hombres;62;
2021;Municipios;0571;Fresno de Torote;De 60-64 años;Total;Hombres;58;
2021;Municipios;0587;Fuenlabrada;De 60-64 años;Total;Hombres;6703;
2021;Municipios;0590;Fuente el Saz de Jarama;De 60-64 años;Total;Hombres;200;
2021;Municipios;0604;Fuentidueña de Tajo;De 60-64 años;Total;Hombres;77;
2021;Municipios;0611;Galapagar;De 60-64 años;Total;Hombres;1077;
2021;Municipios;0626;Garganta de los Montes;De 60-64 años;Total;Hombres;18;
2021;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;De 60-64 años;Total;Hombres;17;
2021;Municipios;0647;Gascones;De 60-64 años;Total;Hombres;5;
2021;Municipios;0650;Getafe;De 60-64 años;Total;Hombres;4334;
2021;Municipios;0663;Griñón;De 60-64 años;Total;Hombres;325;
2021;Municipios;0679;Guadalix de la Sierra;De 60-64 años;Total;Hombres;174;
2021;Municipios;0685;Guadarrama;De 60-64 años;Total;Hombres;500;
2021;Municipios;0698;Hiruela (La);De 60-64 años;Total;Hombres;8;
2021;Municipios;0702;Horcajo de la Sierra-Aoslos;De 60-64 años;Total;Hombres;7;
2021;Municipios;0719;Horcajuelo de la Sierra;De 60-64 años;Total;Hombres;5;
2021;Municipios;0724;Hoyo de Manzanares;De 60-64 años;Total;Hombres;326;
2021;Municipios;0730;Humanes de Madrid;De 60-64 años;Total;Hombres;449;
2021;Municipios;0745;Leganés;De 60-64 años;Total;Hombres;4730;
2021;Municipios;0758;Loeches;De 60-64 años;Total;Hombres;210;
2021;Municipios;0761;Lozoya;De 60-64 años;Total;Hombres;25;
2021;Municipios;9015;Lozoyuela-Navas-Sieteiglesias;De 60-64 años;Total;Hombres;49;
2021;Municipios;0783;Madarcos;De 60-64 años;Total;Hombres;1;
2021;Municipios;0796;Madrid;De 60-64 años;Total;Hombres;89544;
2021;Municipios;0800;Majadahonda;De 60-64 años;Total;Hombres;1789;
2021;Municipios;0822;Manzanares el Real;De 60-64 años;Total;Hombres;273;
2021;Municipios;0838;Meco;De 60-64 años;Total;Hombres;396;
2021;Municipios;0843;Mejorada del Campo;De 60-64 años;Total;Hombres;677;
2021;Municipios;0856;Miraflores de la Sierra;De 60-64 años;Total;Hombres;228;
2021;Municipios;0869;Molar (El);De 60-64 años;Total;Hombres;236;
2021;Municipios;0875;Molinos (Los);De 60-64 años;Total;Hombres;166;
2021;Municipios;0881;Montejo de la Sierra;De 60-64 años;Total;Hombres;20;
2021;Municipios;0894;Moraleja de Enmedio;De 60-64 años;Total;Hombres;168;
2021;Municipios;0908;Moralzarzal;De 60-64 años;Total;Hombres;390;
2021;Municipios;0915;Morata de Tajuña;De 60-64 años;Total;Hombres;253;
2021;Municipios;0920;Móstoles;De 60-64 años;Total;Hombres;5828;
2021;Municipios;0936;Navacerrada;De 60-64 años;Total;Hombres;112;
2021;Municipios;0941;Navalafuente;De 60-64 años;Total;Hombres;51;
2021;Municipios;0954;Navalagamella;De 60-64 años;Total;Hombres;75;
2021;Municipios;0967;Navalcarnero;De 60-64 años;Total;Hombres;725;
2021;Municipios;0973;Navarredonda y San Mamés;De 60-64 años;Total;Hombres;11;
2021;Municipios;0992;Navas del Rey;De 60-64 años;Total;Hombres;86;
2021;Municipios;1006;Nuevo Baztán;De 60-64 años;Total;Hombres;262;
2021;Municipios;1013;Olmeda de las Fuentes;De 60-64 años;Total;Hombres;13;
2021;Municipios;1028;Orusco de Tajuña;De 60-64 años;Total;Hombres;37;
2021;Municipios;1049;Paracuellos de Jarama;De 60-64 años;Total;Hombres;457;
2021;Municipios;1065;Parla;De 60-64 años;Total;Hombres;2892;
2021;Municipios;1071;Patones;De 60-64 años;Total;Hombres;15;
2021;Municipios;1087;Pedrezuela;De 60-64 años;Total;Hombres;148;
2021;Municipios;1090;Pelayos de la Presa;De 60-64 años;Total;Hombres;85;
2021;Municipios;1104;Perales de Tajuña;De 60-64 años;Total;Hombres;104;
2021;Municipios;1111;Pezuela de las Torres;De 60-64 años;Total;Hombres;37;
2021;Municipios;1126;Pinilla del Valle;De 60-64 años;Total;Hombres;12;
2021;Municipios;1132;Pinto;De 60-64 años;Total;Hombres;1274;
2021;Municipios;1147;Piñuécar-Gandullas;De 60-64 años;Total;Hombres;4;
2021;Municipios;1150;Pozuelo de Alarcón;De 60-64 años;Total;Hombres;2577;
2021;Municipios;1163;Pozuelo del Rey;De 60-64 años;Total;Hombres;28;
2021;Municipios;1179;Prádena del Rincón;De 60-64 años;Total;Hombres;5;
2021;Municipios;1185;Puebla de la Sierra;De 60-64 años;Total;Hombres;3;
2021;Municipios;9020;Puentes Viejas;De 60-64 años;Total;Hombres;29;
2021;Municipios;1198;Quijorna;De 60-64 años;Total;Hombres;66;
2021;Municipios;1202;Rascafría;De 60-64 años;Total;Hombres;90;
2021;Municipios;1219;Redueña;De 60-64 años;Total;Hombres;7;
2021;Municipios;1224;Ribatejada;De 60-64 años;Total;Hombres;24;
2021;Municipios;1230;Rivas-Vaciamadrid;De 60-64 años;Total;Hombres;2810;
2021;Municipios;1245;Robledillo de la Jara;De 60-64 años;Total;Hombres;1;
2021;Municipios;1258;Robledo de Chavela;De 60-64 años;Total;Hombres;181;
2021;Municipios;1261;Robregordo;De 60-64 años;Total;Hombres;1;
2021;Municipios;1277;Rozas de Madrid (Las);De 60-64 años;Total;Hombres;2478;
2021;Municipios;1283;Rozas de Puerto Real;De 60-64 años;Total;Hombres;25;
2021;Municipios;1296;San Agustín del Guadalix;De 60-64 años;Total;Hombres;337;
2021;Municipios;1300;San Fernando de Henares;De 60-64 años;Total;Hombres;1351;
2021;Municipios;1317;San Lorenzo de El Escorial;De 60-64 años;Total;Hombres;597;
2021;Municipios;1322;San Martín de la Vega;De 60-64 años;Total;Hombres;485;
2021;Municipios;1338;San Martín de Valdeiglesias;De 60-64 años;Total;Hombres;257;
2021;Municipios;1343;San Sebastián de los Reyes;De 60-64 años;Total;Hombres;2212;
2021;Municipios;1356;Santa María de la Alameda;De 60-64 años;Total;Hombres;59;
2021;Municipios;1369;Santorcaz;De 60-64 años;Total;Hombres;24;
2021;Municipios;1375;Santos de la Humosa (Los);De 60-64 años;Total;Hombres;59;
2021;Municipios;1381;Serna del Monte (La);De 60-64 años;Total;Hombres;6;
2021;Municipios;1408;Serranillos del Valle;De 60-64 años;Total;Hombres;130;
2021;Municipios;1415;Sevilla la Nueva;De 60-64 años;Total;Hombres;190;
2021;Municipios;1436;Somosierra;De 60-64 años;Total;Hombres;3;
2021;Municipios;1441;Soto del Real;De 60-64 años;Total;Hombres;302;
2021;Municipios;1454;Talamanca de Jarama;De 60-64 años;Total;Hombres;103;
2021;Municipios;1467;Tielmes;De 60-64 años;Total;Hombres;72;
2021;Municipios;1473;Titulcia;De 60-64 años;Total;Hombres;33;
2021;Municipios;1489;Torrejón de Ardoz;De 60-64 años;Total;Hombres;3228;
2021;Municipios;1492;Torrejón de la Calzada;De 60-64 años;Total;Hombres;229;
2021;Municipios;1505;Torrejón de Velasco;De 60-64 años;Total;Hombres;107;
2021;Municipios;1512;Torrelaguna;De 60-64 años;Total;Hombres;157;
2021;Municipios;1527;Torrelodones;De 60-64 años;Total;Hombres;769;
2021;Municipios;1533;Torremocha de Jarama;De 60-64 años;Total;Hombres;29;
2021;Municipios;1548;Torres de la Alameda;De 60-64 años;Total;Hombres;220;
2021;Municipios;9036;Tres Cantos;De 60-64 años;Total;Hombres;1582;
2021;Municipios;1551;Valdaracete;De 60-64 años;Total;Hombres;24;
2021;Municipios;1564;Valdeavero;De 60-64 años;Total;Hombres;46;
2021;Municipios;1570;Valdelaguna;De 60-64 años;Total;Hombres;23;
2021;Municipios;1586;Valdemanco;De 60-64 años;Total;Hombres;26;
2021;Municipios;1599;Valdemaqueda;De 60-64 años;Total;Hombres;30;
2021;Municipios;1603;Valdemorillo;De 60-64 años;Total;Hombres;376;
2021;Municipios;1610;Valdemoro;De 60-64 años;Total;Hombres;1540;
2021;Municipios;1625;Valdeolmos-Alalpardo;De 60-64 años;Total;Hombres;92;
2021;Municipios;1631;Valdepiélagos;De 60-64 años;Total;Hombres;15;
2021;Municipios;1646;Valdetorres de Jarama;De 60-64 años;Total;Hombres;158;
2021;Municipios;1659;Valdilecha;De 60-64 años;Total;Hombres;86;
2021;Municipios;1662;Valverde de Alcalá;De 60-64 años;Total;Hombres;19;
2021;Municipios;1678;Velilla de San Antonio;De 60-64 años;Total;Hombres;342;
2021;Municipios;1684;Vellón (El);De 60-64 años;Total;Hombres;48;
2021;Municipios;1697;Venturada;De 60-64 años;Total;Hombres;77;
2021;Municipios;1718;Villa del Prado;De 60-64 años;Total;Hombres;208;
2021;Municipios;1701;Villaconejos;De 60-64 años;Total;Hombres;105;
2021;Municipios;1723;Villalbilla;De 60-64 años;Total;Hombres;350;
2021;Municipios;1739;Villamanrique de Tajo;De 60-64 años;Total;Hombres;23;
2021;Municipios;1744;Villamanta;De 60-64 años;Total;Hombres;89;
2021;Municipios;1757;Villamantilla;De 60-64 años;Total;Hombres;31;
2021;Municipios;1760;Villanueva de la Cañada;De 60-64 años;Total;Hombres;584;
2021;Municipios;1782;Villanueva de Perales;De 60-64 años;Total;Hombres;40;
2021;Municipios;1776;Villanueva del Pardillo;De 60-64 años;Total;Hombres;328;
2021;Municipios;1795;Villar del Olmo;De 60-64 años;Total;Hombres;80;
2021;Municipios;1809;Villarejo de Salvanés;De 60-64 años;Total;Hombres;248;
2021;Municipios;1816;Villaviciosa de Odón;De 60-64 años;Total;Hombres;876;
2021;Municipios;1821;Villavieja del Lozoya;De 60-64 años;Total;Hombres;22;
2021;Municipios;1837;Zarzalejo;De 60-64 años;Total;Hombres;67;
2021;Zonas Estadísticas;03;Este Metropolitano;De 60-64 años;Total;Hombres;18973;
2021;Zonas Estadísticas;01;Municipio de Madrid;De 60-64 años;Total;Hombres;89544;
2021;Zonas Estadísticas;07;Nordeste Comunidad;De 60-64 años;Total;Hombres;1764;
2021;Zonas Estadísticas;02;Norte Metropolitano;De 60-64 años;Total;Hombres;9239;
2021;Zonas Estadísticas;05;Oeste Metropolitano;De 60-64 años;Total;Hombres;13897;
2021;Zonas Estadísticas;11;Sierra Central;De 60-64 años;Total;Hombres;5482;
2021;Zonas Estadísticas;06;Sierra Norte;De 60-64 años;Total;Hombres;1433;
2021;Zonas Estadísticas;10;Sierra Sur;De 60-64 años;Total;Hombres;1234;
2021;Zonas Estadísticas;08;Sudeste Comunidad;De 60-64 años;Total;Hombres;3301;
2021;Zonas Estadísticas;09;Sudoeste Comunidad;De 60-64 años;Total;Hombres;3482;
2021;Zonas Estadísticas;04;Sur Metropolitano;De 60-64 años;Total;Hombres;34400;
2022;Comunidad de Madrid;;Comunidad de Madrid;De 60-64 años;Total;Hombres;187958;
2022;Municipios;0014;Acebeda (La);De 60-64 años;Total;Hombres;3;
2022;Municipios;0029;Ajalvir;De 60-64 años;Total;Hombres;121;
2022;Municipios;0035;Alameda del Valle;De 60-64 años;Total;Hombres;15;
2022;Municipios;0040;Álamo (El);De 60-64 años;Total;Hombres;268;
2022;Municipios;0053;Alcalá de Henares;De 60-64 años;Total;Hombres;5548;
2022;Municipios;0066;Alcobendas;De 60-64 años;Total;Hombres;2859;
2022;Municipios;0072;Alcorcón;De 60-64 años;Total;Hombres;3919;
2022;Municipios;0088;Aldea del Fresno;De 60-64 años;Total;Hombres;100;
2022;Municipios;0091;Algete;De 60-64 años;Total;Hombres;680;
2022;Municipios;0105;Alpedrete;De 60-64 años;Total;Hombres;445;
2022;Municipios;0112;Ambite;De 60-64 años;Total;Hombres;19;
2022;Municipios;0127;Anchuelo;De 60-64 años;Total;Hombres;43;
2022;Municipios;0133;Aranjuez;De 60-64 años;Total;Hombres;1747;
2022;Municipios;0148;Arganda del Rey;De 60-64 años;Total;Hombres;1554;
2022;Municipios;0151;Arroyomolinos;De 60-64 años;Total;Hombres;524;
2022;Municipios;0164;Atazar (El);De 60-64 años;Total;Hombres;5;
2022;Municipios;0170;Batres;De 60-64 años;Total;Hombres;52;
2022;Municipios;0186;Becerril de la Sierra;De 60-64 años;Total;Hombres;216;
2022;Municipios;0199;Belmonte de Tajo;De 60-64 años;Total;Hombres;61;
2022;Municipios;0210;Berrueco (El);De 60-64 años;Total;Hombres;38;
2022;Municipios;0203;Berzosa del Lozoya;De 60-64 años;Total;Hombres;12;
2022;Municipios;0225;Boadilla del Monte;De 60-64 años;Total;Hombres;1414;
2022;Municipios;0231;Boalo (El);De 60-64 años;Total;Hombres;227;
2022;Municipios;0246;Braojos;De 60-64 años;Total;Hombres;8;
2022;Municipios;0259;Brea de Tajo;De 60-64 años;Total;Hombres;19;
2022;Municipios;0262;Brunete;De 60-64 años;Total;Hombres;272;
2022;Municipios;0278;Buitrago del Lozoya;De 60-64 años;Total;Hombres;54;
2022;Municipios;0284;Bustarviejo;De 60-64 años;Total;Hombres;91;
2022;Municipios;0297;Cabanillas de la Sierra;De 60-64 años;Total;Hombres;35;
2022;Municipios;0301;Cabrera (La);De 60-64 años;Total;Hombres;74;
2022;Municipios;0318;Cadalso de los Vidrios;De 60-64 años;Total;Hombres;112;
2022;Municipios;0323;Camarma de Esteruelas;De 60-64 años;Total;Hombres;198;
2022;Municipios;0339;Campo Real;De 60-64 años;Total;Hombres;180;
2022;Municipios;0344;Canencia;De 60-64 años;Total;Hombres;31;
2022;Municipios;0357;Carabaña;De 60-64 años;Total;Hombres;70;
2022;Municipios;0360;Casarrubuelos;De 60-64 años;Total;Hombres;119;
2022;Municipios;0376;Cenicientos;De 60-64 años;Total;Hombres;82;
2022;Municipios;0382;Cercedilla;De 60-64 años;Total;Hombres;281;
2022;Municipios;0395;Cervera de Buitrago;De 60-64 años;Total;Hombres;10;
2022;Municipios;0513;Chapinería;De 60-64 años;Total;Hombres;81;
2022;Municipios;0528;Chinchón;De 60-64 años;Total;Hombres;207;
2022;Municipios;0409;Ciempozuelos;De 60-64 años;Total;Hombres;753;
2022;Municipios;0416;Cobeña;De 60-64 años;Total;Hombres;222;
2022;Municipios;0468;Collado Mediano;De 60-64 años;Total;Hombres;224;
2022;Municipios;0474;Collado Villalba;De 60-64 años;Total;Hombres;2011;
2022;Municipios;0437;Colmenar de Oreja;De 60-64 años;Total;Hombres;312;
2022;Municipios;0421;Colmenar del Arroyo;De 60-64 años;Total;Hombres;71;
2022;Municipios;0455;Colmenar Viejo;De 60-64 años;Total;Hombres;1585;
2022;Municipios;0442;Colmenarejo;De 60-64 años;Total;Hombres;275;
2022;Municipios;0480;Corpa;De 60-64 años;Total;Hombres;22;
2022;Municipios;0493;Coslada;De 60-64 años;Total;Hombres;2920;
2022;Municipios;0506;Cubas de la Sagra;De 60-64 años;Total;Hombres;159;
2022;Municipios;0534;Daganzo de Arriba;De 60-64 años;Total;Hombres;256;
2022;Municipios;0549;Escorial (El);De 60-64 años;Total;Hombres;613;
2022;Municipios;0552;Estremera;De 60-64 años;Total;Hombres;52;
2022;Municipios;0565;Fresnedillas de la Oliva;De 60-64 años;Total;Hombres;61;
2022;Municipios;0571;Fresno de Torote;De 60-64 años;Total;Hombres;57;
2022;Municipios;0587;Fuenlabrada;De 60-64 años;Total;Hombres;6360;
2022;Municipios;0590;Fuente el Saz de Jarama;De 60-64 años;Total;Hombres;218;
2022;Municipios;0604;Fuentidueña de Tajo;De 60-64 años;Total;Hombres;89;
2022;Municipios;0611;Galapagar;De 60-64 años;Total;Hombres;1137;
2022;Municipios;0626;Garganta de los Montes;De 60-64 años;Total;Hombres;13;
2022;Municipios;0632;Gargantilla del Lozoya y Pinilla de Buitrago;De 60-64 años;Total;Hombres;16;
2022;Municipios;0647;Gascones;De 60-64 años;Total;Hombres;7;
2022;Municipios;0650;Getafe;De 60-64 años;Total;Hombres;4521;
2022;Municipios;0663;Griñón;De 60-64 años;Total;Hombres;320;
2022;Municipios;0679;Guadalix de la Sierra;De 60-64 años;Total;Hombres;181;
2022;Municipios;0685;Guadarrama;De 60-64 años;Total;Hombres;529;
2022;Municipios;0698;Hiruela (La);De 60-64 años;Total;Hombres;10;
2022;Municipios;0702;Horcajo de la Sierra-Aoslos;De 60-64 años;Total;Hombres;6;
2022;Municipios;0719;Horcajuelo de la Sierra;De 60-64 años;Total;Hombres;7;
2022;Municipios;0724;Hoyo de Manzanares;De 60-64 años;Total;Hombres;368;
2022;Municipios;0730;Humanes de Madrid;De 60-64 años;Total;Hombres;450;
2022;Municipios;0745;Leganés;De 60-64 años;Total;Hombres;4976;
2022;Municipios;0758;Loeches;De 60-64 años;Total;Hombres;215;
2022;Municipios;0761;Lozoya;De 60-64 años;Total;Hombres;31;
