Año;Tipo territorio;Código territorio;Territorio;Valor;Estado dato
2024;Municipios;1467;Tielmes;0.14;
2024;Municipios;1473;Titulcia;0.49;
2024;Municipios;1489;Torrejón de Ardoz;0.43;
2024;Municipios;1492;Torrejón de la Calzada;0.03;
2024;Municipios;1505;Torrejón de Velasco;0.03;
2024;Municipios;1512;Torrelaguna;0.10;
2024;Municipios;1527;Torrelodones;0.02;
2024;Municipios;1533;Torremocha de Jarama;0.05;
2024;Municipios;1548;Torres de la Alameda;0.24;
2024;Municipios;9036;Tres Cantos;0.06;
2024;Municipios;1551;Valdaracete;0.93;
2024;Municipios;1564;Valdeavero;0.27;
2024;Municipios;1570;Valdelaguna;0.29;
2024;Municipios;1586;Valdemanco;0.52;
2024;Municipios;1599;Valdemaqueda;1.33;
2024;Municipios;1603;Valdemorillo;0.03;
2024;Municipios;1610;Valdemoro;0.37;
2024;Municipios;1625;Valdeolmos-Alalpardo;0.06;
2024;Municipios;1631;Valdepiélagos;0.19;
2024;Municipios;1646;Valdetorres de Jarama;0.16;
2024;Municipios;1659;Valdilecha;0.23;
2024;Municipios;1662;Valverde de Alcalá;0.03;
2024;Municipios;1678;Velilla de San Antonio;0.59;
2024;Municipios;1684;Vellón (El);0.73;
2024;Municipios;1697;Venturada;0.75;
2024;Municipios;1718;Villa del Prado;0.97;
2024;Municipios;1701;Villaconejos;0.01;
2024;Municipios;1723;Villalbilla;0.28;
2024;Municipios;1739;Villamanrique de Tajo;-2.22;
2024;Municipios;1744;Villamanta;0.21;
2024;Municipios;1757;Villamantilla;0.58;
2024;Municipios;1760;Villanueva de la Cañada;0.08;
2024;Municipios;1782;Villanueva de Perales;0.11;
2024;Municipios;1776;Villanueva del Pardillo;0.20;
2024;Municipios;1795;Villar del Olmo;0.13;
2024;Municipios;1809;Villarejo de Salvanés;0.10;
2024;Municipios;1816;Villaviciosa de Odón;0.05;
2024;Municipios;1821;Villavieja del Lozoya;-2.32;
2024;Municipios;1837;Zarzalejo;0.51;
2024;Zonas Estadísticas;03;Este Metropolitano;0.31;
2024;Zonas Estadísticas;01;Municipio de Madrid;0.20;
2024;Zonas Estadísticas;07;Nordeste Comunidad;0.24;
2024;Zonas Estadísticas;02;Norte Metropolitano;0.11;
2024;Zonas Estadísticas;05;Oeste Metropolitano;0.06;
2024;Zonas Estadísticas;11;Sierra Central;0.07;
2024;Zonas Estadísticas;06;Sierra Norte;0.10;
2024;Zonas Estadísticas;10;Sierra Sur;0.08;
2024;Zonas Estadísticas;08;Sudeste Comunidad;0.22;
2024;Zonas Estadísticas;09;Sudoeste Comunidad;0.13;
2024;Zonas Estadísticas;04;Sur Metropolitano;0.31;
