anio,fecha,tipo_territorio,territorio,sexo,nacionalidad,grupo_edad,poblacion,tasa_paro,tasa_paro_var_interanual_pct,tasa_paro_cambio_pp,date_paro
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,,Total,3221401,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 20-24 años,170751,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 75-79 años,97341,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,espanola,De 45-49 años,497750,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 100 y más años,30,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 75-79 años,132401,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,espanola,De 40-44 años,470595,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 40-44 años,52308,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 85-89 años,42830,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 60-64 años,29448,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 20-24 años,67505,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 70-74 años,124768,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,,De 50-54 años,252473,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,,De 55-59 años,220511,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 25-29 años,197072,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,,De 10-14 años,186005,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 65-69 años,177183,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 45-49 años,244184,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,espanola,De 70-74 años,281571,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 90-94 años,40718,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 15-19 años,167784,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 35-39 años,114572,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,,De 75-79 años,99417,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,,De 50-54 años,520576,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 35-39 años,188728,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 100 y más años,1563,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 45-49 años,295049,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 45-49 años,82953,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 35-39 años,249792,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,Total,923113,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 15-19 años,149580,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 5-9 años,143722,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 70-74 años,163009,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 75-79 años,129035,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 100 y más años,8,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,,De 70-74 años,291796,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,extranjera,De 40-44 años,53315,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 80-84 años,3299,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 90-94 años,16475,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,espanola,De 85-89 años,121858,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,espanola,De 25-29 años,287855,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 25-29 años,145403,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 0-4 años,119607,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,espanola,De 30-34 años,311604,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,extranjera,De 75-79 años,3366,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 75-79 años,5442,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,extranjera,De 5-9 años,21133,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,,De 10-14 años,176037,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,espanola,De 55-59 años,200939,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 60-64 años,12909,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,,De 45-49 años,580703,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 95-99 años,30,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 10-14 años,157435,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,,De 80-84 años,166782,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 45-49 años,253566,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,extranjera,De 35-39 años,61064,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,mujeres,espanola,De 55-59 años,220746,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 35-39 años,53508,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 25-29 años,99631,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 40-44 años,105623,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,,De 35-39 años,238608,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,,extranjera,De 65-69 años,17779,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 75-79 años,2076,118,,,2021-01-01
2021,2021-01-01,Comunidad de Madrid,Comunidad de Madrid,hombres,extranjera,De 45-49 años,41470,118,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,,Total,26,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 20-24 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 75-79 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,espanola,De 45-49 años,4,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 100 y más años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 75-79 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,espanola,De 40-44 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 40-44 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 85-89 años,3,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 60-64 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 20-24 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 70-74 años,3,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,,De 50-54 años,3,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,,De 55-59 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 25-29 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,,De 10-14 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 65-69 años,5,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 45-49 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,espanola,De 70-74 años,8,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 90-94 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 15-19 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 35-39 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,,De 75-79 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,,De 50-54 años,4,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 35-39 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 100 y más años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 45-49 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 45-49 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 35-39 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,Total,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 15-19 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 5-9 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 70-74 años,5,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 75-79 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 100 y más años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,,De 70-74 años,8,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,extranjera,De 40-44 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 80-84 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 90-94 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,espanola,De 85-89 años,4,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,espanola,De 25-29 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 25-29 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 0-4 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,espanola,De 30-34 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,extranjera,De 75-79 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 75-79 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,extranjera,De 5-9 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,,De 10-14 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,espanola,De 55-59 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 60-64 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,,De 45-49 años,4,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 95-99 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 10-14 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,,De 80-84 años,1,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 45-49 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,extranjera,De 35-39 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),mujeres,espanola,De 55-59 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 35-39 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 25-29 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 40-44 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,,De 35-39 años,2,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),,extranjera,De 65-69 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 75-79 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Acebeda (La),hombres,extranjera,De 45-49 años,0,-302,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,,Total,2503,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 20-24 años,104,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 75-79 años,42,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,espanola,De 45-49 años,502,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 100 y más años,0,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 75-79 años,45,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,espanola,De 40-44 años,396,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 40-44 años,54,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 85-89 años,19,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 60-64 años,23,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 20-24 años,46,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 70-74 años,67,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,,De 50-54 años,239,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,,De 55-59 años,181,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 25-29 años,112,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,,De 10-14 años,166,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 65-69 años,70,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 45-49 años,266,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,espanola,De 70-74 años,129,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 90-94 años,18,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 15-19 años,118,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 35-39 años,99,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,,De 75-79 años,45,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,,De 50-54 años,421,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 35-39 años,162,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 100 y más años,1,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 45-49 años,266,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 45-49 años,74,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 35-39 años,211,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,Total,746,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 15-19 años,99,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 5-9 años,107,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 70-74 años,68,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 75-79 años,40,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 100 y más años,0,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,,De 70-74 años,140,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,extranjera,De 40-44 años,43,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 80-84 años,3,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 90-94 años,5,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,espanola,De 85-89 años,45,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,espanola,De 25-29 años,190,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 25-29 años,108,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 0-4 años,74,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,espanola,De 30-34 años,237,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,extranjera,De 75-79 años,5,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 75-79 años,8,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,extranjera,De 5-9 años,15,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,,De 10-14 años,150,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,espanola,De 55-59 años,161,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 60-64 años,13,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,,De 45-49 años,576,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 95-99 años,0,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 10-14 años,139,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,,De 80-84 años,66,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 45-49 años,236,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,extranjera,De 35-39 años,49,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,mujeres,espanola,De 55-59 años,131,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 35-39 años,50,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 25-29 años,63,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 40-44 años,97,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,,De 35-39 años,225,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,,extranjera,De 65-69 años,9,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 75-79 años,3,58,,,2021-01-01
2021,2021-01-01,Municipios,Ajalvir,hombres,extranjera,De 45-49 años,44,58,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,,Total,150,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 20-24 años,4,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 75-79 años,9,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,espanola,De 45-49 años,13,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 100 y más años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 75-79 años,2,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,espanola,De 40-44 años,19,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 40-44 años,1,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 85-89 años,5,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 60-64 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 20-24 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 70-74 años,10,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,,De 50-54 años,19,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,,De 55-59 años,21,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 25-29 años,4,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,,De 10-14 años,6,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 65-69 años,4,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 45-49 años,7,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,espanola,De 70-74 años,15,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 90-94 años,1,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 15-19 años,4,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 35-39 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,,De 75-79 años,9,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,,De 50-54 años,31,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 35-39 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 100 y más años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 45-49 años,7,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 45-49 años,4,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 35-39 años,6,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,Total,28,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 15-19 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 5-9 años,6,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 70-74 años,5,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 75-79 años,2,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 100 y más años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,,De 70-74 años,15,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,extranjera,De 40-44 años,1,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 80-84 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 90-94 años,2,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,espanola,De 85-89 años,5,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,espanola,De 25-29 años,5,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 25-29 años,2,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 0-4 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,espanola,De 30-34 años,7,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,extranjera,De 75-79 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 75-79 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,extranjera,De 5-9 años,1,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,,De 10-14 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,espanola,De 55-59 años,20,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 60-64 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,,De 45-49 años,17,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 95-99 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 10-14 años,2,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,,De 80-84 años,7,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 45-49 años,6,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,extranjera,De 35-39 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,mujeres,espanola,De 55-59 años,9,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 35-39 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 25-29 años,1,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 40-44 años,2,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,,De 35-39 años,5,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,,extranjera,De 65-69 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 75-79 años,0,128,,,2021-01-01
2021,2021-01-01,Municipios,Alameda del Valle,hombres,extranjera,De 45-49 años,3,128,,,2021-01-01
2021,2021-01-01,Municipios,Alcalá de Henares,hombres,,Total,94929,116,,,2021-01-01
2021,2021-01-01,Municipios,Alcalá de Henares,mujeres,,De 20-24 años,4998,116,,,2021-01-01
2021,2021-01-01,Municipios,Alcalá de Henares,hombres,espanola,De 75-79 años,3119,116,,,2021-01-01
2021,2021-01-01,Municipios,Alcalá de Henares,,espanola,De 45-49 años,14562,116,,,2021-01-01
