year,date,territory,unemp_rate,unemp_rate_yoy,unemp_rate_pp
2008,2008-01-01,municipios,-191,-180.59071729957807,-428.0
2008,2008-01-01,municipios,-365,91.09947643979058,-174.0
2008,2008-01-01,municipios,10,-102.73972602739727,375.0
2008,2008-01-01,municipios,35,250.0,25.0
2008,2008-01-01,municipios,9,-74.28571428571429,-26.0
2008,2008-01-01,municipios,185,1955.5555555555557,176.0
2008,2008-01-01,municipios,24,-87.02702702702703,-161.0
2008,2008-01-01,municipios,25,4.166666666666674,1.0
2008,2008-01-01,municipios,308,1132.0,283.0
2008,2008-01-01,municipios,39,-87.33766233766234,-269.0
2008,2008-01-01,municipios,182,366.6666666666667,143.0
2008,2008-01-01,municipios,-6,-103.29670329670331,-188.0
2008,2008-01-01,municipios,347,-5883.333333333334,353.0
2008,2008-01-01,municipios,49,-85.87896253602305,-298.0
2008,2008-01-01,municipios,-15,-130.6122448979592,-64.0
2008,2008-01-01,municipios,28,-286.6666666666667,43.0
2008,2008-01-01,municipios,78,178.57142857142856,50.0
2008,2008-01-01,municipios,59,-24.35897435897436,-19.0
2008,2008-01-01,municipios,33,-44.067796610169495,-26.0
2008,2008-01-01,municipios,196,493.93939393939394,163.0
2008,2008-01-01,municipios,18,-90.81632653061224,-178.0
2008,2008-01-01,municipios,10,-44.44444444444444,-8.0
2008,2008-01-01,municipios,183,1730.0,173.0
2008,2008-01-01,municipios,94,-48.63387978142077,-89.0
2008,2008-01-01,municipios,52,-44.680851063829785,-42.0
2008,2008-01-01,municipios,188,261.53846153846155,136.0
2008,2008-01-01,municipios,-4,-102.12765957446808,-192.0
2008,2008-01-01,municipios,168,-4300.0,172.0
2008,2008-01-01,municipios,194,15.476190476190466,26.0
2008,2008-01-01,municipios,157,-19.072164948453608,-37.0
2008,2008-01-01,municipios,6,-96.17834394904459,-151.0
2008,2008-01-01,municipios,16,166.66666666666666,10.0
2008,2008-01-01,municipios,48,200.0,32.0
2008,2008-01-01,municipios,13,-72.91666666666667,-35.0
2008,2008-01-01,municipios,-14,-207.69230769230768,-27.0
2008,2008-01-01,municipios,6,-142.85714285714286,20.0
2008,2008-01-01,municipios,68,1033.3333333333335,62.0
2008,2008-01-01,municipios,7,-89.70588235294117,-61.0
2008,2008-01-01,municipios,-115,-1742.8571428571427,-122.0
2008,2008-01-01,municipios,13,-111.30434782608695,128.0
2008,2008-01-01,municipios,11,-15.384615384615385,-2.0
2008,2008-01-01,municipios,103,836.3636363636364,92.0
2008,2008-01-01,municipios,169,64.07766990291262,66.0
2008,2008-01-01,municipios,67,-60.35502958579882,-102.0
2008,2008-01-01,municipios,33,-50.74626865671642,-34.0
2008,2008-01-01,municipios,-5,-115.15151515151516,-38.0
2008,2008-01-01,municipios,42,-940.0,47.0
2008,2008-01-01,municipios,55,30.952380952380953,13.0
2008,2008-01-01,municipios,-26,-147.27272727272725,-81.0
2008,2008-01-01,municipios,40,-253.84615384615384,66.0
2008,2008-01-01,municipios,0,-100.0,-40.0
2008,2008-01-01,municipios,199,inf,199.0
2008,2008-01-01,municipios,-12,-106.03015075376885,-211.0
2008,2008-01-01,municipios,161,-1441.6666666666665,173.0
2008,2008-01-01,municipios,10,-93.7888198757764,-151.0
2008,2008-01-01,municipios,32,220.00000000000003,22.0
2008,2008-01-01,municipios,24,-25.0,-8.0
2008,2008-01-01,municipios,46,91.66666666666667,22.0
2008,2008-01-01,municipios,54,17.391304347826097,8.0
2008,2008-01-01,municipios,32,-40.74074074074075,-22.0
2008,2008-01-01,municipios,146,356.25,114.0
2008,2008-01-01,municipios,46,-68.49315068493152,-100.0
2008,2008-01-01,municipios,41,-10.869565217391308,-5.0
2008,2008-01-01,municipios,141,243.90243902439025,100.0
2008,2008-01-01,municipios,28,-80.1418439716312,-113.0
2008,2008-01-01,municipios,-1,-103.57142857142858,-29.0
2008,2008-01-01,municipios,5,-600.0,6.0
2009,2009-01-01,municipios,-362,-7340.000000000001,-367.0
2009,2009-01-01,municipios,194,-153.59116022099445,556.0
2009,2009-01-01,municipios,144,-25.773195876288657,-50.0
2009,2009-01-01,municipios,315,118.75,171.0
2009,2009-01-01,municipios,34,-89.2063492063492,-281.0
2009,2009-01-01,municipios,215,532.3529411764706,181.0
2009,2009-01-01,municipios,234,8.837209302325588,19.0
2009,2009-01-01,municipios,379,61.965811965811966,145.0
2009,2009-01-01,municipios,211,-44.32717678100264,-168.0
2009,2009-01-01,municipios,174,-17.535545023696685,-37.0
2009,2009-01-01,municipios,473,171.83908045977012,299.0
2009,2009-01-01,municipios,328,-30.655391120507403,-145.0
2009,2009-01-01,municipios,272,-17.07317073170732,-56.0
2009,2009-01-01,municipios,452,66.1764705882353,180.0
2009,2009-01-01,municipios,129,-71.46017699115043,-323.0
2009,2009-01-01,municipios,0,-100.0,-129.0
2009,2009-01-01,municipios,238,inf,238.0
2009,2009-01-01,municipios,271,13.86554621848739,33.0
2009,2009-01-01,municipios,371,36.900369003690045,100.0
2009,2009-01-01,municipios,248,-33.153638814016176,-123.0
2009,2009-01-01,municipios,56,-77.41935483870968,-192.0
2009,2009-01-01,municipios,101,80.35714285714286,45.0
2009,2009-01-01,municipios,243,140.59405940594058,142.0
2009,2009-01-01,municipios,-19,-107.81893004115226,-262.0
2009,2009-01-01,municipios,276,-1552.6315789473686,295.0
2009,2009-01-01,municipios,22,-92.02898550724638,-254.0
2009,2009-01-01,municipios,172,681.8181818181819,150.0
2009,2009-01-01,municipios,214,24.418604651162788,42.0
2009,2009-01-01,municipios,62,-71.02803738317758,-152.0
2009,2009-01-01,municipios,432,596.7741935483871,370.0
2009,2009-01-01,municipios,365,-15.509259259259256,-67.0
2009,2009-01-01,municipios,32,-91.23287671232877,-333.0
2009,2009-01-01,municipios,341,965.625,309.0
2009,2009-01-01,municipios,-2,-100.58651026392963,-343.0
2009,2009-01-01,municipios,395,-19850.0,397.0
2009,2009-01-01,municipios,226,-42.78481012658227,-169.0
2009,2009-01-01,municipios,115,-49.11504424778761,-111.0
2009,2009-01-01,municipios,178,54.78260869565217,63.0
2009,2009-01-01,municipios,-13,-107.30337078651687,-191.0
2009,2009-01-01,municipios,11,-184.6153846153846,24.0
2009,2009-01-01,municipios,361,3181.818181818182,350.0
2009,2009-01-01,municipios,378,4.709141274238227,17.0
2009,2009-01-01,municipios,161,-57.407407407407405,-217.0
2009,2009-01-01,municipios,189,17.391304347826097,28.0
2009,2009-01-01,municipios,289,52.910052910052904,100.0
2009,2009-01-01,municipios,473,63.667820069204154,184.0
2009,2009-01-01,municipios,24,-94.9260042283298,-449.0
2009,2009-01-01,municipios,275,1045.8333333333335,251.0
2009,2009-01-01,municipios,236,-14.181818181818183,-39.0
2009,2009-01-01,municipios,308,30.508474576271194,72.0
2009,2009-01-01,municipios,28,-90.9090909090909,-280.0
2009,2009-01-01,municipios,185,560.7142857142857,157.0
2009,2009-01-01,municipios,172,-7.027027027027022,-13.0
2009,2009-01-01,municipios,187,8.720930232558132,15.0
2009,2009-01-01,municipios,428,128.87700534759355,241.0
2009,2009-01-01,municipios,91,-78.73831775700934,-337.0
2009,2009-01-01,municipios,287,215.3846153846154,196.0
2009,2009-01-01,municipios,373,29.965156794425084,86.0
2009,2009-01-01,municipios,325,-12.868632707774797,-48.0
2009,2009-01-01,municipios,436,34.15384615384616,111.0
2009,2009-01-01,municipios,225,-48.39449541284404,-211.0
2009,2009-01-01,municipios,87,-61.33333333333333,-138.0
2009,2009-01-01,municipios,-123,-241.3793103448276,-210.0
2009,2009-01-01,municipios,188,-252.84552845528455,311.0
2009,2009-01-01,municipios,274,45.744680851063826,86.0
2009,2009-01-01,municipios,224,-18.248175182481752,-50.0
2009,2009-01-01,municipios,232,3.571428571428581,8.0
2009,2009-01-01,municipios,20,-91.37931034482759,-212.0
2009,2009-01-01,municipios,-26,-229.99999999999997,-46.0
2009,2009-01-01,municipios,-175,573.0769230769231,-149.0
2009,2009-01-01,municipios,342,-295.42857142857144,517.0
2009,2009-01-01,municipios,135,-60.526315789473685,-207.0
2009,2009-01-01,municipios,40,-70.37037037037037,-95.0
2009,2009-01-01,municipios,289,622.5,249.0
2009,2009-01-01,municipios,275,-4.844290657439442,-14.0
2009,2009-01-01,municipios,168,-38.90909090909091,-107.0
2009,2009-01-01,municipios,363,116.07142857142856,195.0
2009,2009-01-01,municipios,0,-100.0,-363.0
2009,2009-01-01,municipios,193,inf,193.0
2009,2009-01-01,municipios,125,-35.23316062176166,-68.0
2009,2009-01-01,municipios,176,40.79999999999999,51.0
2009,2009-01-01,municipios,428,143.18181818181816,252.0
2009,2009-01-01,municipios,401,-6.308411214953269,-27.0
2009,2009-01-01,municipios,301,-24.93765586034913,-100.0
2009,2009-01-01,municipios,282,-6.312292358803983,-19.0
2009,2009-01-01,municipios,198,-29.78723404255319,-84.0
2009,2009-01-01,municipios,-55,-127.77777777777777,-253.0
2009,2009-01-01,municipios,308,-660.0,363.0
2009,2009-01-01,municipios,198,-35.71428571428571,-110.0
2009,2009-01-01,municipios,402,103.03030303030303,204.0
2009,2009-01-01,municipios,284,-29.35323383084577,-118.0
2009,2009-01-01,municipios,68,-76.05633802816901,-216.0
2009,2009-01-01,municipios,492,623.5294117647059,424.0
2009,2009-01-01,municipios,33,-93.29268292682926,-459.0
2009,2009-01-01,municipios,317,860.6060606060605,284.0
2009,2009-01-01,municipios,298,-5.993690851735012,-19.0
2009,2009-01-01,municipios,38,-87.24832214765101,-260.0
2009,2009-01-01,municipios,247,550.0,209.0
2009,2009-01-01,municipios,182,-26.315789473684216,-65.0
2009,2009-01-01,municipios,293,60.98901098901099,111.0
2009,2009-01-01,municipios,149,-49.14675767918089,-144.0
2009,2009-01-01,municipios,40,-73.15436241610738,-109.0
2009,2009-01-01,municipios,104,160.0,64.0
2009,2009-01-01,municipios,245,135.5769230769231,141.0
2009,2009-01-01,municipios,208,-15.102040816326534,-37.0
2009,2009-01-01,municipios,396,90.38461538461537,188.0
2009,2009-01-01,municipios,339,-14.393939393939393,-57.0
2009,2009-01-01,municipios,-18,-105.30973451327435,-357.0
2009,2009-01-01,municipios,294,-1733.3333333333333,312.0
2009,2009-01-01,municipios,33,-88.77551020408163,-261.0
2009,2009-01-01,municipios,93,181.81818181818184,60.0
2009,2009-01-01,municipios,139,49.46236559139785,46.0
2009,2009-01-01,municipios,311,123.74100719424459,172.0
2009,2009-01-01,municipios,27,-91.31832797427653,-284.0
2009,2009-01-01,municipios,49,81.4814814814815,22.0
2009,2009-01-01,municipios,277,465.3061224489796,228.0
2009,2009-01-01,municipios,161,-41.87725631768953,-116.0
2009,2009-01-01,municipios,87,-45.962732919254655,-74.0
2009,2009-01-01,municipios,336,286.2068965517241,249.0
2009,2009-01-01,municipios,198,-41.07142857142857,-138.0
2009,2009-01-01,municipios,133,-32.82828282828283,-65.0
2009,2009-01-01,municipios,242,81.95488721804512,109.0
2009,2009-01-01,municipios,-159,-165.70247933884298,-401.0
2009,2009-01-01,municipios,12,-107.54716981132076,171.0
2009,2009-01-01,municipios,31,158.33333333333334,19.0
2009,2009-01-01,municipios,18,-41.93548387096774,-13.0
2009,2009-01-01,municipios,281,1461.111111111111,263.0
2009,2009-01-01,municipios,161,-42.70462633451957,-120.0
2009,2009-01-01,municipios,379,135.40372670807454,218.0
2009,2009-01-01,municipios,316,-16.62269129287599,-63.0
2009,2009-01-01,municipios,228,-27.848101265822788,-88.0
2009,2009-01-01,municipios,9,-96.05263157894737,-219.0
2009,2009-01-01,municipios,309,3333.3333333333335,300.0
2009,2009-01-01,municipios,381,23.300970873786397,72.0
2009,2009-01-01,municipios,-55,-114.43569553805774,-436.0
2009,2009-01-01,municipios,20,-136.36363636363637,75.0
2009,2009-01-01,municipios,192,860.0,172.0
2009,2009-01-01,municipios,-183,-195.3125,-375.0
2009,2009-01-01,municipios,188,-202.7322404371585,371.0
2009,2009-01-01,municipios,284,51.06382978723405,96.0
2009,2009-01-01,municipios,249,-12.323943661971825,-35.0
2009,2009-01-01,municipios,307,23.293172690763054,58.0
2009,2009-01-01,municipios,359,16.938110749185675,52.0
2009,2009-01-01,municipios,273,-23.955431754874656,-86.0
2009,2009-01-01,municipios,148,-45.78754578754579,-125.0
2009,2009-01-01,municipios,399,169.5945945945946,251.0
2009,2009-01-01,municipios,113,-71.67919799498748,-286.0
2009,2009-01-01,municipios,184,62.83185840707966,71.0
2009,2009-01-01,municipios,379,105.97826086956523,195.0
2009,2009-01-01,municipios,121,-68.07387862796834,-258.0
2009,2009-01-01,municipios,367,203.30578512396693,246.0
2009,2009-01-01,municipios,293,-20.163487738419615,-74.0
2009,2009-01-01,municipios,273,-6.825938566552903,-20.0
2009,2009-01-01,municipios,134,-50.91575091575091,-139.0
2009,2009-01-01,municipios,595,344.02985074626866,461.0
2009,2009-01-01,municipios,166,-72.10084033613445,-429.0
2009,2009-01-01,municipios,272,63.85542168674698,106.0
2009,2009-01-01,municipios,173,-36.39705882352941,-99.0
2009,2009-01-01,municipios,203,17.34104046242775,30.0
2009,2009-01-01,municipios,355,74.8768472906404,152.0
2009,2009-01-01,municipios,49,-86.19718309859155,-306.0
2009,2009-01-01,municipios,-49,-200.0,-98.0
2009,2009-01-01,municipios,322,-757.1428571428571,371.0
2009,2009-01-01,municipios,276,-14.28571428571429,-46.0
2009,2009-01-01,municipios,79,-71.3768115942029,-197.0
2009,2009-01-01,municipios,314,297.46835443037975,235.0
2009,2009-01-01,municipios,301,-4.140127388535031,-13.0
2009,2009-01-01,municipios,214,-28.903654485049834,-87.0
2009,2009-01-01,municipios,421,96.72897196261682,207.0
2009,2009-01-01,municipios,212,-49.6437054631829,-209.0
2009,2009-01-01,municipios,37,-82.54716981132076,-175.0
2009,2009-01-01,municipios,149,302.7027027027027,112.0
2009,2009-01-01,municipios,74,-50.33557046979866,-75.0
2009,2009-01-01,municipios,198,167.56756756756758,124.0
2009,2009-01-01,municipios,167,-15.656565656565657,-31.0
2009,2009-01-01,municipios,379,126.94610778443112,212.0
2009,2009-01-01,municipios,15,-96.04221635883906,-364.0
2009,2009-01-01,municipios,81,440.00000000000006,66.0
2009,2009-01-01,municipios,27,-66.66666666666667,-54.0
2010,2010-01-01,municipios,684,2433.333333333333,657.0
2010,2010-01-01,municipios,158,-76.90058479532163,-526.0
2010,2010-01-01,municipios,289,82.91139240506328,131.0
2010,2010-01-01,municipios,124,-57.09342560553633,-165.0
2010,2010-01-01,municipios,11,-91.12903225806451,-113.0
2010,2010-01-01,municipios,103,836.3636363636364,92.0
2010,2010-01-01,municipios,99,-3.8834951456310662,-4.0
2010,2010-01-01,municipios,244,146.46464646464645,145.0
2010,2010-01-01,municipios,124,-49.18032786885246,-120.0
2010,2010-01-01,municipios,34,-72.58064516129032,-90.0
2010,2010-01-01,municipios,235,591.1764705882354,201.0
2010,2010-01-01,municipios,36,-84.68085106382979,-199.0
2010,2010-01-01,municipios,113,213.88888888888889,77.0
2010,2010-01-01,municipios,121,7.079646017699126,8.0
2010,2010-01-01,municipios,101,-16.528925619834713,-20.0
2010,2010-01-01,municipios,509,403.96039603960395,408.0
2010,2010-01-01,municipios,18,-96.46365422396856,-491.0
2010,2010-01-01,municipios,101,461.1111111111111,83.0
2010,2010-01-01,municipios,289,186.13861386138612,188.0
2010,2010-01-01,municipios,262,-9.342560553633216,-27.0
2010,2010-01-01,municipios,83,-68.3206106870229,-179.0
2010,2010-01-01,municipios,65,-21.68674698795181,-18.0
2010,2010-01-01,municipios,51,-21.53846153846154,-14.0
2010,2010-01-01,municipios,312,511.7647058823529,261.0
2010,2010-01-01,municipios,296,-5.128205128205132,-16.0
2010,2010-01-01,municipios,81,-72.63513513513513,-215.0
2010,2010-01-01,municipios,123,51.85185185185186,42.0
2010,2010-01-01,municipios,272,121.13821138211382,149.0
2010,2010-01-01,municipios,216,-20.588235294117652,-56.0
2010,2010-01-01,municipios,162,-25.0,-54.0
2010,2010-01-01,municipios,189,16.666666666666675,27.0
2010,2010-01-01,municipios,122,-35.449735449735456,-67.0
2010,2010-01-01,municipios,30,-75.40983606557377,-92.0
2010,2010-01-01,municipios,135,350.0,105.0
2010,2010-01-01,municipios,222,64.44444444444444,87.0
2010,2010-01-01,municipios,199,-10.360360360360366,-23.0
2010,2010-01-01,municipios,165,-17.085427135678387,-34.0
2010,2010-01-01,municipios,87,-47.27272727272728,-78.0
2010,2010-01-01,municipios,59,-32.18390804597702,-28.0
2010,2010-01-01,municipios,278,371.18644067796606,219.0
2010,2010-01-01,municipios,112,-59.71223021582735,-166.0
2010,2010-01-01,municipios,12,-89.28571428571429,-100.0
2010,2010-01-01,municipios,66,450.0,54.0
2010,2010-01-01,municipios,162,145.45454545454547,96.0
2010,2010-01-01,municipios,85,-47.53086419753087,-77.0
2010,2010-01-01,municipios,214,151.76470588235293,129.0
2010,2010-01-01,municipios,164,-23.364485981308412,-50.0
2010,2010-01-01,municipios,124,-24.390243902439025,-40.0
2010,2010-01-01,municipios,59,-52.41935483870967,-65.0
2010,2010-01-01,municipios,295,400.0,236.0
2010,2010-01-01,municipios,95,-67.79661016949152,-200.0
2010,2010-01-01,municipios,131,37.89473684210527,36.0
2010,2010-01-01,municipios,13,-90.07633587786259,-118.0
2010,2010-01-01,municipios,97,646.1538461538462,84.0
2010,2010-01-01,municipios,11,-88.65979381443299,-86.0
2010,2010-01-01,municipios,237,2054.5454545454545,226.0
2010,2010-01-01,municipios,12,-94.9367088607595,-225.0
2010,2010-01-01,municipios,117,875.0,105.0
2010,2010-01-01,municipios,129,10.256410256410264,12.0
2010,2010-01-01,municipios,88,-31.782945736434108,-41.0
2010,2010-01-01,municipios,113,28.409090909090917,25.0
2010,2010-01-01,municipios,174,53.98230088495575,61.0
2010,2010-01-01,municipios,211,21.264367816091955,37.0
2010,2010-01-01,municipios,587,178.19905213270144,376.0
2010,2010-01-01,municipios,97,-83.47529812606473,-490.0
2010,2010-01-01,municipios,83,-14.432989690721653,-14.0
2010,2010-01-01,municipios,15,-81.92771084337349,-68.0
2010,2010-01-01,municipios,82,446.6666666666667,67.0
2010,2010-01-01,municipios,16,-80.48780487804879,-66.0
2010,2010-01-01,municipios,704,4300.0,688.0
2010,2010-01-01,municipios,-19,-102.69886363636364,-723.0
2010,2010-01-01,municipios,77,-505.2631578947368,96.0
2010,2010-01-01,municipios,106,37.66233766233766,29.0
2010,2010-01-01,municipios,117,10.377358490566046,11.0
2010,2010-01-01,municipios,161,37.60683760683761,44.0
2010,2010-01-01,municipios,212,31.677018633540378,51.0
2010,2010-01-01,municipios,-55,-125.9433962264151,-267.0
2010,2010-01-01,municipios,612,-1212.7272727272727,667.0
2010,2010-01-01,municipios,104,-83.00653594771241,-508.0
2010,2010-01-01,municipios,76,-26.923076923076927,-28.0
2010,2010-01-01,municipios,202,165.78947368421052,126.0
2010,2010-01-01,municipios,107,-47.02970297029702,-95.0
2010,2010-01-01,municipios,114,6.542056074766345,7.0
2010,2010-01-01,municipios,103,-9.649122807017541,-11.0
2010,2010-01-01,municipios,12,-88.3495145631068,-91.0
2010,2010-01-01,municipios,89,641.6666666666667,77.0
2010,2010-01-01,municipios,436,389.88764044943827,347.0
2010,2010-01-01,municipios,39,-91.05504587155964,-397.0
2010,2010-01-01,municipios,11,-71.7948717948718,-28.0
2010,2010-01-01,municipios,217,1872.7272727272727,206.0
2010,2010-01-01,municipios,103,-52.53456221198156,-114.0
2010,2010-01-01,municipios,48,-53.398058252427184,-55.0
2010,2010-01-01,municipios,11,-77.08333333333334,-37.0
2010,2010-01-01,municipios,211,1818.1818181818182,200.0
2010,2010-01-01,municipios,116,-45.023696682464454,-95.0
2010,2010-01-01,municipios,-135,-216.3793103448276,-251.0
2010,2010-01-01,municipios,228,-268.8888888888889,363.0
2010,2010-01-01,municipios,173,-24.122807017543856,-55.0
2010,2010-01-01,municipios,11,-93.64161849710982,-162.0
2010,2010-01-01,municipios,358,3154.5454545454545,347.0
2010,2010-01-01,municipios,87,-75.69832402234637,-271.0
2010,2010-01-01,municipios,189,117.24137931034484,102.0
2010,2010-01-01,municipios,112,-40.74074074074075,-77.0
2010,2010-01-01,municipios,172,53.571428571428584,60.0
2010,2010-01-01,municipios,355,106.39534883720931,183.0
2010,2010-01-01,municipios,146,-58.87323943661972,-209.0
2010,2010-01-01,municipios,232,58.904109589041084,86.0
2010,2010-01-01,municipios,77,-66.8103448275862,-155.0
2010,2010-01-01,municipios,138,79.2207792207792,61.0
2010,2010-01-01,municipios,229,65.94202898550725,91.0
2010,2010-01-01,municipios,7,-96.94323144104804,-222.0
2010,2010-01-01,municipios,227,3142.857142857143,220.0
2010,2010-01-01,municipios,371,63.436123348017624,144.0
2010,2010-01-01,municipios,447,20.485175202156334,76.0
2010,2010-01-01,municipios,256,-42.72930648769575,-191.0
2010,2010-01-01,municipios,122,-52.34375,-134.0
2010,2010-01-01,municipios,223,82.78688524590163,101.0
2010,2010-01-01,municipios,2,-99.10313901345292,-221.0
2010,2010-01-01,municipios,101,4950.0,99.0
2010,2010-01-01,municipios,104,2.970297029702973,3.0
2010,2010-01-01,municipios,-16,-115.38461538461537,-120.0
2010,2010-01-01,municipios,103,-743.75,119.0
2010,2010-01-01,municipios,0,-100.0,-103.0
2010,2010-01-01,municipios,87,inf,87.0
2010,2010-01-01,municipios,483,455.1724137931035,396.0
2010,2010-01-01,municipios,88,-81.78053830227742,-395.0
2010,2010-01-01,municipios,74,-15.909090909090907,-14.0
2010,2010-01-01,municipios,54,-27.027027027027028,-20.0
2010,2010-01-01,municipios,229,324.074074074074,175.0
2010,2010-01-01,municipios,161,-29.694323144104807,-68.0
2010,2010-01-01,municipios,115,-28.57142857142857,-46.0
2010,2010-01-01,municipios,268,133.04347826086956,153.0
2010,2010-01-01,municipios,-45,-116.7910447761194,-313.0
2010,2010-01-01,municipios,124,-375.55555555555554,169.0
2010,2010-01-01,municipios,323,160.48387096774195,199.0
2010,2010-01-01,municipios,153,-52.63157894736843,-170.0
2010,2010-01-01,municipios,118,-22.87581699346405,-35.0
2010,2010-01-01,municipios,486,311.864406779661,368.0
2010,2010-01-01,municipios,75,-84.5679012345679,-411.0
2010,2010-01-01,municipios,6,-92.0,-69.0
2010,2010-01-01,municipios,227,3683.3333333333335,221.0
2010,2010-01-01,municipios,337,48.458149779735685,110.0
2010,2010-01-01,municipios,148,-56.08308605341246,-189.0
2010,2010-01-01,municipios,122,-17.567567567567565,-26.0
2010,2010-01-01,municipios,79,-35.245901639344254,-43.0
2010,2010-01-01,municipios,102,29.11392405063291,23.0
2010,2010-01-01,municipios,66,-35.29411764705882,-36.0
2010,2010-01-01,municipios,199,201.5151515151515,133.0
2010,2010-01-01,municipios,131,-34.17085427135679,-68.0
2010,2010-01-01,municipios,73,-44.27480916030534,-58.0
2010,2010-01-01,municipios,-106,-245.2054794520548,-179.0
2010,2010-01-01,municipios,271,-355.66037735849056,377.0
2010,2010-01-01,municipios,325,19.926199261992615,54.0
2010,2010-01-01,municipios,159,-51.07692307692307,-166.0
2010,2010-01-01,municipios,189,18.867924528301884,30.0
2010,2010-01-01,municipios,114,-39.682539682539684,-75.0
2010,2010-01-01,municipios,108,-5.263157894736848,-6.0
2010,2010-01-01,municipios,114,5.555555555555558,6.0
2010,2010-01-01,municipios,216,89.4736842105263,102.0
2010,2010-01-01,municipios,177,-18.055555555555557,-39.0
2010,2010-01-01,municipios,177,0.0,0.0
2010,2010-01-01,municipios,263,48.58757062146892,86.0
2010,2010-01-01,municipios,105,-60.07604562737643,-158.0
2010,2010-01-01,municipios,172,63.8095238095238,67.0
2010,2010-01-01,municipios,116,-32.55813953488372,-56.0
2010,2010-01-01,municipios,68,-41.379310344827594,-48.0
2010,2010-01-01,municipios,59,-13.235294117647056,-9.0
2010,2010-01-01,municipios,141,138.9830508474576,82.0
2010,2010-01-01,municipios,217,53.90070921985814,76.0
2010,2010-01-01,municipios,168,-22.580645161290324,-49.0
2010,2010-01-01,municipios,124,-26.190476190476186,-44.0
2010,2010-01-01,municipios,91,-26.61290322580645,-33.0
2010,2010-01-01,municipios,148,62.637362637362635,57.0
2010,2010-01-01,municipios,106,-28.37837837837838,-42.0
2010,2010-01-01,municipios,276,160.37735849056602,170.0
2010,2010-01-01,municipios,214,-22.463768115942027,-62.0
2010,2010-01-01,municipios,47,-78.03738317757009,-167.0
2010,2010-01-01,municipios,47,0.0,0.0
2010,2010-01-01,municipios,207,340.42553191489355,160.0
2011,2011-01-01,municipios,-202,-197.58454106280192,-409.0
2011,2011-01-01,municipios,-34,-83.16831683168317,168.0
2011,2011-01-01,municipios,-62,82.35294117647058,-28.0
2011,2011-01-01,municipios,44,-170.96774193548387,106.0
2011,2011-01-01,municipios,4,-90.9090909090909,-40.0
2011,2011-01-01,municipios,4,0.0,0.0
2011,2011-01-01,municipios,-8,-300.0,-12.0
2011,2011-01-01,municipios,-14,75.0,-6.0
2011,2011-01-01,municipios,-23,64.28571428571428,-9.0
2011,2011-01-01,municipios,-13,-43.47826086956522,10.0
2011,2011-01-01,municipios,-13,0.0,0.0
2011,2011-01-01,municipios,-228,1653.846153846154,-215.0
2011,2011-01-01,municipios,21,-109.21052631578947,249.0
2011,2011-01-01,municipios,-35,-266.6666666666667,-56.0
2011,2011-01-01,municipios,28,-180.0,63.0
2011,2011-01-01,municipios,-49,-275.0,-77.0
2011,2011-01-01,municipios,-15,-69.38775510204081,34.0
2011,2011-01-01,municipios,64,-526.6666666666666,79.0
2011,2011-01-01,municipios,-16,-125.0,-80.0
2011,2011-01-01,municipios,35,-318.75,51.0
2011,2011-01-01,municipios,16,-54.28571428571429,-19.0
2011,2011-01-01,municipios,-17,-206.25,-33.0
2011,2011-01-01,municipios,9,-152.94117647058823,26.0
2011,2011-01-01,municipios,33,266.66666666666663,24.0
2011,2011-01-01,municipios,-142,-530.3030303030303,-175.0
2011,2011-01-01,municipios,21,-114.7887323943662,163.0
2011,2011-01-01,municipios,199,847.6190476190476,178.0
2011,2011-01-01,municipios,-86,-143.21608040201005,-285.0
2011,2011-01-01,municipios,87,-201.1627906976744,173.0
2011,2011-01-01,municipios,87,0.0,0.0
2011,2011-01-01,municipios,154,77.01149425287358,67.0
2011,2011-01-01,municipios,76,-50.64935064935065,-78.0
2011,2011-01-01,municipios,-65,-185.52631578947367,-141.0
2011,2011-01-01,municipios,143,-320.0,208.0
2011,2011-01-01,municipios,-78,-154.54545454545453,-221.0
2011,2011-01-01,municipios,134,-271.7948717948718,212.0
2011,2011-01-01,municipios,155,15.671641791044767,21.0
2011,2011-01-01,municipios,57,-63.22580645161291,-98.0
2011,2011-01-01,municipios,-13,-122.80701754385966,-70.0
2011,2011-01-01,municipios,1,-107.6923076923077,14.0
2011,2011-01-01,municipios,9,800.0,8.0
2011,2011-01-01,municipios,-21,-333.33333333333337,-30.0
2011,2011-01-01,municipios,33,-257.1428571428571,54.0
2011,2011-01-01,municipios,-26,-178.78787878787878,-59.0
2011,2011-01-01,municipios,0,-100.0,26.0
2011,2011-01-01,municipios,-38,-inf,-38.0
2011,2011-01-01,municipios,76,-300.0,114.0
2011,2011-01-01,municipios,-21,-127.63157894736842,-97.0
2011,2011-01-01,municipios,24,-214.28571428571428,45.0
2011,2011-01-01,municipios,-19,-179.16666666666666,-43.0
2011,2011-01-01,municipios,-4,-78.94736842105263,15.0
2011,2011-01-01,municipios,36,-1000.0,40.0
2011,2011-01-01,municipios,-27,-175.0,-63.0
2011,2011-01-01,municipios,5,-118.5185185185185,32.0
2011,2011-01-01,municipios,9,80.0,4.0
2011,2011-01-01,municipios,23,155.55555555555554,14.0
2011,2011-01-01,municipios,-74,-421.7391304347826,-97.0
2011,2011-01-01,municipios,-21,-71.62162162162163,53.0
2011,2011-01-01,municipios,2,-109.52380952380953,23.0
