year,date,territory,unemp_rate,unemp_rate_yoy,unemp_rate_pp
2011,2011-01-01,municipios,-15,-59.45945945945945,22.0
2011,2011-01-01,municipios,-223,1386.6666666666667,-208.0
2011,2011-01-01,municipios,-166,-25.560538116591925,57.0
2011,2011-01-01,municipios,-4,-97.59036144578313,162.0
2011,2011-01-01,municipios,-9,125.0,-5.0
2011,2011-01-01,municipios,-8,-11.111111111111116,1.0
2011,2011-01-01,municipios,-29,262.5,-21.0
2011,2011-01-01,municipios,21,-172.41379310344826,50.0
2011,2011-01-01,municipios,-37,-276.1904761904762,-58.0
2011,2011-01-01,municipios,-57,54.054054054054056,-20.0
2011,2011-01-01,municipios,442,-875.438596491228,499.0
2011,2011-01-01,municipios,-8,-101.80995475113122,-450.0
2011,2011-01-01,municipios,-224,2700.0,-216.0
2011,2011-01-01,municipios,21,-109.375,245.0
2011,2011-01-01,municipios,63,200.0,42.0
2011,2011-01-01,municipios,48,-23.809523809523814,-15.0
2011,2011-01-01,municipios,16,-66.66666666666667,-32.0
2011,2011-01-01,municipios,35,118.75,19.0
2011,2011-01-01,municipios,-25,-171.42857142857144,-60.0
2011,2011-01-01,municipios,-95,280.0,-70.0
2011,2011-01-01,municipios,224,-335.7894736842105,319.0
2011,2011-01-01,municipios,-51,-122.76785714285714,-275.0
2011,2011-01-01,municipios,-122,139.2156862745098,-71.0
2011,2011-01-01,municipios,-9,-92.62295081967213,113.0
2011,2011-01-01,municipios,19,-311.11111111111114,28.0
2011,2011-01-01,municipios,-162,-952.6315789473686,-181.0
2011,2011-01-01,municipios,-19,-88.27160493827161,143.0
2011,2011-01-01,municipios,8,-142.10526315789474,27.0
2011,2011-01-01,municipios,107,1237.5,99.0
2011,2011-01-01,municipios,-13,-112.14953271028037,-120.0
2011,2011-01-01,municipios,-5,-61.53846153846154,8.0
2011,2011-01-01,municipios,16,-420.0,21.0
2011,2011-01-01,municipios,48,200.0,32.0
2011,2011-01-01,municipios,1,-97.91666666666666,-47.0
2011,2011-01-01,municipios,-26,-2700.0,-27.0
2011,2011-01-01,municipios,42,-261.53846153846155,68.0
2011,2011-01-01,municipios,14,-66.66666666666667,-28.0
2011,2011-01-01,municipios,14,0.0,0.0
2011,2011-01-01,municipios,-3,-121.42857142857142,-17.0
2011,2011-01-01,municipios,8,-366.66666666666663,11.0
2011,2011-01-01,municipios,-195,-2537.5,-203.0
2011,2011-01-01,municipios,28,-114.35897435897435,223.0
2011,2011-01-01,municipios,97,246.42857142857144,69.0
2011,2011-01-01,municipios,-2,-102.06185567010309,-99.0
2011,2011-01-01,municipios,2,-200.0,4.0
2011,2011-01-01,municipios,-35,-1850.0,-37.0
2011,2011-01-01,municipios,-222,534.2857142857142,-187.0
2011,2011-01-01,municipios,1,-100.45045045045045,223.0
2011,2011-01-01,municipios,112,11100.0,111.0
2011,2011-01-01,municipios,136,21.42857142857142,24.0
2011,2011-01-01,municipios,-24,-117.64705882352942,-160.0
2011,2011-01-01,municipios,-66,175.0,-42.0
2011,2011-01-01,municipios,21,-131.8181818181818,87.0
2011,2011-01-01,municipios,72,242.85714285714283,51.0
2011,2011-01-01,municipios,8,-88.88888888888889,-64.0
2011,2011-01-01,municipios,-8,-200.0,-16.0
2011,2011-01-01,municipios,-96,1100.0,-88.0
2011,2011-01-01,municipios,26,-127.08333333333333,122.0
2011,2011-01-01,municipios,85,226.9230769230769,59.0
2011,2011-01-01,municipios,7,-91.76470588235294,-78.0
2011,2011-01-01,municipios,-8,-214.28571428571428,-15.0
2011,2011-01-01,municipios,-46,475.0,-38.0
2011,2011-01-01,municipios,32,-169.56521739130434,78.0
2011,2011-01-01,municipios,-51,-259.375,-83.0
2011,2011-01-01,municipios,-35,-31.372549019607842,16.0
2011,2011-01-01,municipios,-10,-71.42857142857143,25.0
2011,2011-01-01,municipios,58,-680.0,68.0
2012,2012-01-01,municipios,278,379.3103448275862,220.0
2012,2012-01-01,municipios,132,-52.517985611510795,-146.0
2012,2012-01-01,municipios,5,-96.21212121212122,-127.0
2012,2012-01-01,municipios,138,2660.0,133.0
2012,2012-01-01,municipios,73,-47.10144927536232,-65.0
2012,2012-01-01,municipios,62,-15.068493150684937,-11.0
2012,2012-01-01,municipios,82,32.258064516129025,20.0
2012,2012-01-01,municipios,179,118.29268292682929,97.0
2012,2012-01-01,municipios,97,-45.81005586592178,-82.0
2012,2012-01-01,municipios,112,15.463917525773185,15.0
2012,2012-01-01,municipios,0,-100.0,-112.0
2012,2012-01-01,municipios,17,inf,17.0
2012,2012-01-01,municipios,73,329.4117647058823,56.0
2012,2012-01-01,municipios,128,75.34246575342465,55.0
2012,2012-01-01,municipios,85,-33.59375,-43.0
2012,2012-01-01,municipios,882,937.6470588235295,797.0
2012,2012-01-01,municipios,145,-83.56009070294785,-737.0
2012,2012-01-01,municipios,143,-1.379310344827589,-2.0
2012,2012-01-01,municipios,-68,-147.55244755244755,-211.0
2012,2012-01-01,municipios,29,-142.64705882352942,97.0
2012,2012-01-01,municipios,-24,-182.75862068965517,-53.0
2012,2012-01-01,municipios,28,-216.66666666666669,52.0
2012,2012-01-01,municipios,107,282.14285714285717,79.0
2012,2012-01-01,municipios,68,-36.44859813084113,-39.0
2012,2012-01-01,municipios,379,457.35294117647055,311.0
2012,2012-01-01,municipios,82,-78.36411609498681,-297.0
2012,2012-01-01,municipios,-15,-118.29268292682926,-97.0
2012,2012-01-01,municipios,93,-720.0,108.0
2012,2012-01-01,municipios,-27,-129.03225806451613,-120.0
2012,2012-01-01,municipios,49,-281.48148148148147,76.0
2012,2012-01-01,municipios,254,418.3673469387755,205.0
2012,2012-01-01,municipios,63,-75.19685039370079,-191.0
2012,2012-01-01,municipios,112,77.77777777777777,49.0
2012,2012-01-01,municipios,169,50.89285714285714,57.0
2012,2012-01-01,municipios,192,13.609467455621305,23.0
2012,2012-01-01,municipios,46,-76.04166666666666,-146.0
2012,2012-01-01,municipios,54,17.391304347826097,8.0
2012,2012-01-01,municipios,101,87.03703703703705,47.0
2012,2012-01-01,municipios,286,183.16831683168314,185.0
2012,2012-01-01,municipios,36,-87.41258741258741,-250.0
2012,2012-01-01,municipios,153,325.0,117.0
2012,2012-01-01,municipios,119,-22.22222222222222,-34.0
2012,2012-01-01,municipios,107,-10.084033613445376,-12.0
2012,2012-01-01,municipios,198,85.04672897196261,91.0
2012,2012-01-01,municipios,117,-40.90909090909091,-81.0
2012,2012-01-01,municipios,122,4.2735042735042805,5.0
2012,2012-01-01,municipios,186,52.45901639344262,64.0
2012,2012-01-01,municipios,83,-55.376344086021504,-103.0
2012,2012-01-01,municipios,44,-46.98795180722891,-39.0
2012,2012-01-01,municipios,437,893.1818181818181,393.0
2012,2012-01-01,municipios,27,-93.82151029748283,-410.0
2012,2012-01-01,municipios,87,222.22222222222223,60.0
2012,2012-01-01,municipios,78,-10.344827586206895,-9.0
2012,2012-01-01,municipios,98,25.64102564102564,20.0
2012,2012-01-01,municipios,-5,-105.10204081632652,-103.0
2012,2012-01-01,municipios,251,-5120.0,256.0
2012,2012-01-01,municipios,169,-32.66932270916335,-82.0
2012,2012-01-01,municipios,8,-95.26627218934911,-161.0
2012,2012-01-01,municipios,141,1662.5,133.0
2012,2012-01-01,municipios,165,17.021276595744684,24.0
2012,2012-01-01,municipios,71,-56.96969696969697,-94.0
2012,2012-01-01,municipios,1,-98.59154929577466,-70.0
2012,2012-01-01,municipios,156,15500.0,155.0
2012,2012-01-01,municipios,159,1.9230769230769162,3.0
2012,2012-01-01,municipios,67,-57.861635220125784,-92.0
2012,2012-01-01,municipios,109,62.68656716417911,42.0
2012,2012-01-01,municipios,84,-22.935779816513758,-25.0
2012,2012-01-01,municipios,45,-46.42857142857143,-39.0
2012,2012-01-01,municipios,-182,-504.44444444444446,-227.0
2012,2012-01-01,municipios,141,-177.47252747252747,323.0
2012,2012-01-01,municipios,555,293.6170212765957,414.0
2012,2012-01-01,municipios,5,-99.09909909909909,-550.0
2012,2012-01-01,municipios,86,1620.0,81.0
2012,2012-01-01,municipios,82,-4.651162790697672,-4.0
2012,2012-01-01,municipios,114,39.02439024390243,32.0
2012,2012-01-01,municipios,231,102.63157894736841,117.0
2012,2012-01-01,municipios,248,7.3593073593073655,17.0
2012,2012-01-01,municipios,586,136.29032258064515,338.0
2012,2012-01-01,municipios,7,-98.80546075085324,-579.0
2012,2012-01-01,municipios,54,671.4285714285714,47.0
2012,2012-01-01,municipios,6,-88.88888888888889,-48.0
2012,2012-01-01,municipios,94,1466.6666666666665,88.0
2012,2012-01-01,municipios,64,-31.914893617021278,-30.0
2012,2012-01-01,municipios,133,107.8125,69.0
2012,2012-01-01,municipios,93,-30.075187969924812,-40.0
2012,2012-01-01,municipios,166,78.49462365591397,73.0
2012,2012-01-01,municipios,6,-96.3855421686747,-160.0
2012,2012-01-01,municipios,101,1583.3333333333333,95.0
2012,2012-01-01,municipios,118,16.831683168316825,17.0
2012,2012-01-01,municipios,222,88.13559322033899,104.0
2012,2012-01-01,municipios,86,-61.261261261261254,-136.0
2012,2012-01-01,municipios,9,-89.53488372093024,-77.0
2012,2012-01-01,municipios,30,233.33333333333334,21.0
2012,2012-01-01,municipios,48,60.00000000000001,18.0
2012,2012-01-01,municipios,106,120.83333333333334,58.0
2012,2012-01-01,municipios,-51,-148.11320754716982,-157.0
2012,2012-01-01,municipios,273,-635.2941176470588,324.0
2012,2012-01-01,municipios,46,-83.15018315018314,-227.0
2012,2012-01-01,municipios,-81,-276.0869565217392,-127.0
2012,2012-01-01,municipios,221,-372.8395061728395,302.0
2012,2012-01-01,municipios,86,-61.085972850678736,-135.0
2012,2012-01-01,municipios,111,29.06976744186047,25.0
2012,2012-01-01,municipios,129,16.216216216216207,18.0
2012,2012-01-01,municipios,107,-17.05426356589147,-22.0
2012,2012-01-01,municipios,-26,-124.29906542056075,-133.0
2012,2012-01-01,municipios,23,-188.46153846153845,49.0
2012,2012-01-01,municipios,86,273.9130434782609,63.0
2012,2012-01-01,municipios,133,54.65116279069768,47.0
2012,2012-01-01,municipios,83,-37.59398496240601,-50.0
2012,2012-01-01,municipios,78,-6.024096385542165,-5.0
2012,2012-01-01,municipios,28,-64.1025641025641,-50.0
2012,2012-01-01,municipios,7,-75.0,-21.0
2012,2012-01-01,municipios,-222,-3271.4285714285716,-229.0
2012,2012-01-01,municipios,-83,-62.612612612612615,139.0
2012,2012-01-01,municipios,114,-237.34939759036146,197.0
2012,2012-01-01,municipios,131,14.912280701754387,17.0
2012,2012-01-01,municipios,147,12.213740458015266,16.0
2012,2012-01-01,municipios,155,5.442176870748305,8.0
2012,2012-01-01,municipios,109,-29.677419354838708,-46.0
2012,2012-01-01,municipios,38,-65.13761467889908,-71.0
2012,2012-01-01,municipios,366,863.1578947368421,328.0
2012,2012-01-01,municipios,191,-47.81420765027322,-175.0
2012,2012-01-01,municipios,163,-14.65968586387435,-28.0
2012,2012-01-01,municipios,47,-71.16564417177914,-116.0
2012,2012-01-01,municipios,271,476.59574468085106,224.0
2012,2012-01-01,municipios,43,-84.13284132841329,-228.0
2012,2012-01-01,municipios,61,41.86046511627908,18.0
2012,2012-01-01,municipios,8,-86.88524590163934,-53.0
2012,2012-01-01,municipios,85,962.5,77.0
2012,2012-01-01,municipios,196,130.58823529411762,111.0
2012,2012-01-01,municipios,67,-65.81632653061224,-129.0
2012,2012-01-01,municipios,343,411.9402985074627,276.0
2012,2012-01-01,municipios,77,-77.55102040816327,-266.0
2012,2012-01-01,municipios,-14,-118.18181818181819,-91.0
2012,2012-01-01,municipios,179,-1378.5714285714287,193.0
2012,2012-01-01,municipios,191,6.703910614525133,12.0
2012,2012-01-01,municipios,61,-68.06282722513089,-130.0
2012,2012-01-01,municipios,38,-37.704918032786885,-23.0
2012,2012-01-01,municipios,71,86.8421052631579,33.0
2012,2012-01-01,municipios,71,0.0,0.0
2012,2012-01-01,municipios,152,114.0845070422535,81.0
2012,2012-01-01,municipios,262,72.36842105263158,110.0
2012,2012-01-01,municipios,66,-74.80916030534351,-196.0
2012,2012-01-01,municipios,112,69.6969696969697,46.0
2012,2012-01-01,municipios,118,5.35714285714286,6.0
2012,2012-01-01,municipios,136,15.254237288135597,18.0
2012,2012-01-01,municipios,65,-52.20588235294117,-71.0
2012,2012-01-01,municipios,101,55.38461538461539,36.0
2012,2012-01-01,municipios,83,-17.821782178217827,-18.0
2012,2012-01-01,municipios,34,-59.036144578313255,-49.0
2012,2012-01-01,municipios,415,1120.5882352941176,381.0
2012,2012-01-01,municipios,-6,-101.44578313253012,-421.0
2012,2012-01-01,municipios,272,-4633.333333333334,278.0
2012,2012-01-01,municipios,58,-78.67647058823529,-214.0
2012,2012-01-01,municipios,294,406.8965517241379,236.0
2012,2012-01-01,municipios,89,-69.72789115646259,-205.0
2012,2012-01-01,municipios,55,-38.20224719101124,-34.0
2012,2012-01-01,municipios,51,-7.272727272727275,-4.0
2012,2012-01-01,municipios,25,-50.98039215686274,-26.0
2012,2012-01-01,municipios,113,351.99999999999994,88.0
2012,2012-01-01,municipios,62,-45.13274336283186,-51.0
2012,2012-01-01,municipios,-32,-151.61290322580646,-94.0
2012,2012-01-01,municipios,114,-456.25,146.0
2012,2012-01-01,municipios,117,2.6315789473684292,3.0
2012,2012-01-01,municipios,91,-22.22222222222222,-26.0
2012,2012-01-01,municipios,23,-74.72527472527473,-68.0
2012,2012-01-01,municipios,226,882.6086956521739,203.0
2012,2012-01-01,municipios,43,-80.97345132743364,-183.0
2012,2012-01-01,municipios,335,679.0697674418604,292.0
2012,2012-01-01,municipios,242,-27.761194029850746,-93.0
2012,2012-01-01,municipios,202,-16.528925619834713,-40.0
2012,2012-01-01,municipios,39,-80.6930693069307,-163.0
2012,2012-01-01,municipios,205,425.64102564102564,166.0
2012,2012-01-01,municipios,54,-73.65853658536585,-151.0
2012,2012-01-01,municipios,-3,-105.55555555555556,-57.0
2012,2012-01-01,municipios,58,-2033.3333333333333,61.0
2012,2012-01-01,municipios,52,-10.344827586206895,-6.0
2012,2012-01-01,municipios,245,371.1538461538462,193.0
2012,2012-01-01,municipios,83,-66.12244897959184,-162.0
2013,2013-01-01,municipios,271,226.50602409638557,188.0
2013,2013-01-01,municipios,4,-98.5239852398524,-267.0
2013,2013-01-01,municipios,-136,-3500.0,-140.0
2013,2013-01-01,municipios,81,-159.55882352941177,217.0
2013,2013-01-01,municipios,62,-23.456790123456795,-19.0
2013,2013-01-01,municipios,4,-93.5483870967742,-58.0
2013,2013-01-01,municipios,74,1750.0,70.0
2013,2013-01-01,municipios,136,83.78378378378379,62.0
2013,2013-01-01,municipios,72,-47.05882352941176,-64.0
2013,2013-01-01,municipios,7,-90.27777777777779,-65.0
2013,2013-01-01,municipios,43,514.2857142857143,36.0
2013,2013-01-01,municipios,147,241.86046511627904,104.0
2013,2013-01-01,municipios,75,-48.97959183673469,-72.0
2013,2013-01-01,municipios,49,-34.66666666666667,-26.0
2013,2013-01-01,municipios,91,85.71428571428572,42.0
2013,2013-01-01,municipios,-11,-112.08791208791209,-102.0
2013,2013-01-01,municipios,93,-945.4545454545455,104.0
2013,2013-01-01,municipios,66,-29.032258064516125,-27.0
2013,2013-01-01,municipios,269,307.5757575757576,203.0
2013,2013-01-01,municipios,136,-49.44237918215614,-133.0
2013,2013-01-01,municipios,271,99.26470588235294,135.0
2013,2013-01-01,municipios,41,-84.87084870848709,-230.0
2013,2013-01-01,municipios,41,0.0,0.0
2013,2013-01-01,municipios,119,190.2439024390244,78.0
2013,2013-01-01,municipios,-212,-278.1512605042017,-331.0
2013,2013-01-01,municipios,47,-122.16981132075473,259.0
2013,2013-01-01,municipios,74,57.446808510638306,27.0
2013,2013-01-01,municipios,75,1.3513513513513598,1.0
2013,2013-01-01,municipios,236,214.66666666666666,161.0
2013,2013-01-01,municipios,-58,-124.57627118644068,-294.0
2013,2013-01-01,municipios,-4,-93.10344827586206,54.0
2013,2013-01-01,municipios,11,-375.0,15.0
2013,2013-01-01,municipios,62,463.6363636363637,51.0
2013,2013-01-01,municipios,-122,-296.7741935483871,-184.0
2013,2013-01-01,municipios,105,-186.0655737704918,227.0
2013,2013-01-01,municipios,143,36.1904761904762,38.0
2013,2013-01-01,municipios,279,95.1048951048951,136.0
2013,2013-01-01,municipios,54,-80.64516129032258,-225.0
2013,2013-01-01,municipios,348,544.4444444444445,294.0
2013,2013-01-01,municipios,29,-91.66666666666666,-319.0
2013,2013-01-01,municipios,69,137.93103448275863,40.0
2013,2013-01-01,municipios,35,-49.27536231884058,-34.0
2013,2013-01-01,municipios,35,0.0,0.0
2013,2013-01-01,municipios,-2,-105.71428571428572,-37.0
2013,2013-01-01,municipios,23,-1250.0,25.0
2013,2013-01-01,municipios,75,226.08695652173913,52.0
2013,2013-01-01,municipios,103,37.33333333333333,28.0
2013,2013-01-01,municipios,6,-94.1747572815534,-97.0
2013,2013-01-01,municipios,22,266.66666666666663,16.0
2013,2013-01-01,municipios,-307,-1495.4545454545455,-329.0
2013,2013-01-01,municipios,74,-124.10423452768731,381.0
2013,2013-01-01,municipios,131,77.02702702702702,57.0
2013,2013-01-01,municipios,108,-17.557251908396942,-23.0
2013,2013-01-01,municipios,31,-71.2962962962963,-77.0
2013,2013-01-01,municipios,186,500.0,155.0
2013,2013-01-01,municipios,31,-83.33333333333334,-155.0
2013,2013-01-01,municipios,26,-16.129032258064512,-5.0
2013,2013-01-01,municipios,136,423.0769230769231,110.0
2013,2013-01-01,municipios,5,-96.32352941176471,-131.0
2013,2013-01-01,municipios,-32,-740.0,-37.0
2013,2013-01-01,municipios,43,-234.375,75.0
2013,2013-01-01,municipios,135,213.953488372093,92.0
2013,2013-01-01,municipios,3,-97.77777777777777,-132.0
2013,2013-01-01,municipios,-72,-2500.0,-75.0
2013,2013-01-01,municipios,83,-215.27777777777777,155.0
2013,2013-01-01,municipios,69,-16.867469879518072,-14.0
2013,2013-01-01,municipios,154,123.18840579710147,85.0
2013,2013-01-01,municipios,72,-53.24675324675325,-82.0
2013,2013-01-01,municipios,0,-100.0,-72.0
2013,2013-01-01,municipios,53,inf,53.0
2013,2013-01-01,municipios,-482,-1009.433962264151,-535.0
2013,2013-01-01,municipios,4,-100.8298755186722,486.0
2013,2013-01-01,municipios,13,225.0,9.0
2013,2013-01-01,municipios,9,-30.76923076923077,-4.0
2013,2013-01-01,municipios,6,-33.333333333333336,-3.0
2013,2013-01-01,municipios,-35,-683.3333333333333,-41.0
2013,2013-01-01,municipios,-71,102.85714285714285,-36.0
2013,2013-01-01,municipios,148,-308.4507042253521,219.0
2013,2013-01-01,municipios,57,-61.48648648648649,-91.0
2013,2013-01-01,municipios,16,-71.9298245614035,-41.0
2013,2013-01-01,municipios,63,293.75,47.0
2013,2013-01-01,municipios,57,-9.523809523809524,-6.0
2013,2013-01-01,municipios,68,19.298245614035082,11.0
2013,2013-01-01,municipios,117,72.05882352941177,49.0
2013,2013-01-01,municipios,32,-72.64957264957265,-85.0
2013,2013-01-01,municipios,16,-50.0,-16.0
2013,2013-01-01,municipios,-62,-487.5,-78.0
2013,2013-01-01,municipios,115,-285.4838709677419,177.0
2013,2013-01-01,municipios,13,-88.69565217391305,-102.0
2013,2013-01-01,municipios,93,615.3846153846155,80.0
2013,2013-01-01,municipios,101,8.602150537634401,8.0
2013,2013-01-01,municipios,61,-39.603960396039604,-40.0
2013,2013-01-01,municipios,-28,-145.9016393442623,-89.0
2013,2013-01-01,municipios,-44,57.14285714285714,-16.0
2013,2013-01-01,municipios,99,-325.0,143.0
2013,2013-01-01,municipios,285,187.87878787878788,186.0
2013,2013-01-01,municipios,95,-66.66666666666667,-190.0
2013,2013-01-01,municipios,88,-7.36842105263158,-7.0
2013,2013-01-01,municipios,114,29.54545454545454,26.0
2013,2013-01-01,municipios,76,-33.333333333333336,-38.0
2013,2013-01-01,municipios,11,-85.52631578947368,-65.0
2013,2013-01-01,municipios,56,409.09090909090907,45.0
2013,2013-01-01,municipios,-37,-166.07142857142856,-93.0
2013,2013-01-01,municipios,38,-202.7027027027027,75.0
2013,2013-01-01,municipios,147,286.84210526315786,109.0
2013,2013-01-01,municipios,-27,-118.36734693877551,-174.0
2013,2013-01-01,municipios,-4,-85.18518518518519,23.0
2013,2013-01-01,municipios,-29,625.0,-25.0
2013,2013-01-01,municipios,87,-400.0,116.0
2013,2013-01-01,municipios,195,124.13793103448273,108.0
2013,2013-01-01,municipios,16,-91.7948717948718,-179.0
2013,2013-01-01,municipios,74,362.5,58.0
2013,2013-01-01,municipios,164,121.62162162162163,90.0
2013,2013-01-01,municipios,745,354.26829268292687,581.0
2013,2013-01-01,municipios,-25,-103.35570469798658,-770.0
2013,2013-01-01,municipios,95,-480.0,120.0
2013,2013-01-01,municipios,-5,-105.26315789473684,-100.0
2013,2013-01-01,municipios,17,-440.00000000000006,22.0
2013,2013-01-01,municipios,-1,-105.88235294117648,-18.0
2013,2013-01-01,municipios,65,-6600.0,66.0
2013,2013-01-01,municipios,52,-19.999999999999996,-13.0
2013,2013-01-01,municipios,6,-88.46153846153845,-46.0
2013,2013-01-01,municipios,-269,-4583.333333333334,-275.0
2013,2013-01-01,municipios,41,-115.24163568773234,310.0
2013,2013-01-01,municipios,-18,-143.90243902439025,-59.0
2013,2013-01-01,municipios,78,-533.3333333333333,96.0
2013,2013-01-01,municipios,87,11.538461538461542,9.0
2013,2013-01-01,municipios,39,-55.172413793103445,-48.0
2013,2013-01-01,municipios,55,41.025641025641036,16.0
2013,2013-01-01,municipios,108,96.36363636363636,53.0
2013,2013-01-01,municipios,67,-37.96296296296296,-41.0
2013,2013-01-01,municipios,-7,-110.44776119402985,-74.0
2013,2013-01-01,municipios,-42,500.0,-35.0
2013,2013-01-01,municipios,149,-454.76190476190476,191.0
2013,2013-01-01,municipios,102,-31.543624161073826,-47.0
2013,2013-01-01,municipios,10,-90.19607843137256,-92.0
2013,2013-01-01,municipios,116,1060.0,106.0
2013,2013-01-01,municipios,-56,-148.27586206896552,-172.0
2013,2013-01-01,municipios,78,-239.28571428571428,134.0
2013,2013-01-01,municipios,142,82.05128205128204,64.0
2013,2013-01-01,municipios,226,59.1549295774648,84.0
2013,2013-01-01,municipios,-82,-136.28318584070794,-308.0
2013,2013-01-01,municipios,105,-228.04878048780486,187.0
2013,2013-01-01,municipios,44,-58.09523809523809,-61.0
2013,2013-01-01,municipios,102,131.81818181818184,58.0
2013,2013-01-01,municipios,-78,-176.47058823529412,-180.0
2013,2013-01-01,municipios,36,-146.15384615384616,114.0
2013,2013-01-01,municipios,-58,-261.11111111111114,-94.0
2013,2013-01-01,municipios,77,-232.75862068965517,135.0
2013,2013-01-01,municipios,57,-25.97402597402597,-20.0
2013,2013-01-01,municipios,51,-10.526315789473683,-6.0
2013,2013-01-01,municipios,48,-5.882352941176472,-3.0
2013,2013-01-01,municipios,93,93.75,45.0
2013,2013-01-01,municipios,24,-74.19354838709677,-69.0
2013,2013-01-01,municipios,-43,-279.1666666666667,-67.0
2013,2013-01-01,municipios,-5,-88.37209302325581,38.0
2013,2013-01-01,municipios,5,-200.0,10.0
2013,2013-01-01,municipios,58,1060.0,53.0
2013,2013-01-01,municipios,344,493.1034482758621,286.0
2013,2013-01-01,municipios,109,-68.31395348837209,-235.0
2013,2013-01-01,municipios,93,-14.678899082568808,-16.0
2013,2013-01-01,municipios,11,-88.17204301075269,-82.0
2013,2013-01-01,municipios,32,190.9090909090909,21.0
2013,2013-01-01,municipios,82,156.25,50.0
2013,2013-01-01,municipios,36,-56.09756097560976,-46.0
2013,2013-01-01,municipios,117,225.0,81.0
2013,2013-01-01,municipios,47,-59.82905982905983,-70.0
2013,2013-01-01,municipios,105,123.40425531914892,58.0
2013,2013-01-01,municipios,-13,-112.38095238095238,-118.0
2013,2013-01-01,municipios,12,-192.30769230769232,25.0
2013,2013-01-01,municipios,35,191.66666666666666,23.0
2013,2013-01-01,municipios,2,-94.28571428571428,-33.0
2013,2013-01-01,municipios,168,8300.0,166.0
2013,2013-01-01,municipios,6,-96.42857142857143,-162.0
2013,2013-01-01,municipios,65,983.3333333333334,59.0
2013,2013-01-01,municipios,62,-4.61538461538461,-3.0
2013,2013-01-01,municipios,28,-54.83870967741935,-34.0
2013,2013-01-01,municipios,134,378.57142857142856,106.0
2013,2013-01-01,municipios,59,-55.970149253731336,-75.0
2014,2014-01-01,municipios,-299,-606.7796610169491,-358.0
2014,2014-01-01,municipios,-55,-81.60535117056857,244.0
2014,2014-01-01,municipios,-24,-56.363636363636374,31.0
2014,2014-01-01,municipios,-81,237.5,-57.0
2014,2014-01-01,municipios,-2,-97.53086419753086,79.0
2014,2014-01-01,municipios,-51,2450.0,-49.0
2014,2014-01-01,municipios,-68,33.33333333333333,-17.0
2014,2014-01-01,municipios,-112,64.70588235294117,-44.0
2014,2014-01-01,municipios,-61,-45.53571428571429,51.0
2014,2014-01-01,municipios,-38,-37.704918032786885,23.0
2014,2014-01-01,municipios,44,-215.78947368421052,82.0
2014,2014-01-01,municipios,-2,-104.54545454545455,-46.0
2014,2014-01-01,municipios,-62,3000.0,-60.0
2014,2014-01-01,municipios,44,-170.96774193548387,106.0
2014,2014-01-01,municipios,-48,-209.0909090909091,-92.0
2014,2014-01-01,municipios,-43,-10.416666666666663,5.0
2014,2014-01-01,municipios,-186,332.5581395348837,-143.0
2014,2014-01-01,municipios,-146,-21.505376344086024,40.0
2014,2014-01-01,municipios,-226,54.794520547945204,-80.0
2014,2014-01-01,municipios,-112,-50.442477876106196,114.0
2014,2014-01-01,municipios,-20,-82.14285714285714,92.0
2014,2014-01-01,municipios,5,-125.0,25.0
2014,2014-01-01,municipios,-34,-780.0,-39.0
2014,2014-01-01,municipios,-349,926.4705882352941,-315.0
2014,2014-01-01,municipios,-26,-92.55014326647564,323.0
2014,2014-01-01,municipios,-81,211.53846153846155,-55.0
2014,2014-01-01,municipios,-41,-49.382716049382715,40.0
2014,2014-01-01,municipios,-121,195.1219512195122,-80.0
2014,2014-01-01,municipios,-95,-21.487603305785118,26.0
2014,2014-01-01,municipios,-18,-81.05263157894737,77.0
2014,2014-01-01,municipios,-147,716.6666666666666,-129.0
2014,2014-01-01,municipios,-74,-49.65986394557823,73.0
2014,2014-01-01,municipios,-54,-27.027027027027028,20.0
2014,2014-01-01,municipios,-52,-3.703703703703709,2.0
2014,2014-01-01,municipios,36,-169.23076923076923,88.0
2014,2014-01-01,municipios,-123,-441.66666666666663,-159.0
2014,2014-01-01,municipios,-31,-74.79674796747969,92.0
2014,2014-01-01,municipios,-48,54.83870967741935,-17.0
2014,2014-01-01,municipios,33,-168.75,81.0
2014,2014-01-01,municipios,-25,-175.75757575757575,-58.0
2014,2014-01-01,municipios,-14,-43.99999999999999,11.0
2014,2014-01-01,municipios,-46,228.57142857142856,-32.0
2014,2014-01-01,municipios,53,-215.21739130434784,99.0
2014,2014-01-01,municipios,-71,-233.96226415094338,-124.0
2014,2014-01-01,municipios,-46,-35.2112676056338,25.0
2014,2014-01-01,municipios,-31,-32.608695652173914,15.0
2014,2014-01-01,municipios,-171,451.6129032258065,-140.0
2014,2014-01-01,municipios,-45,-73.6842105263158,126.0
2014,2014-01-01,municipios,19,-142.22222222222223,64.0
2014,2014-01-01,municipios,-67,-452.6315789473684,-86.0
2014,2014-01-01,municipios,-13,-80.59701492537313,54.0
2014,2014-01-01,municipios,-152,1069.230769230769,-139.0
2014,2014-01-01,municipios,-55,-63.815789473684205,97.0
2014,2014-01-01,municipios,-61,10.909090909090914,-6.0
2014,2014-01-01,municipios,-48,-21.311475409836067,13.0
2014,2014-01-01,municipios,-64,33.33333333333333,-16.0
2014,2014-01-01,municipios,16,-125.0,80.0
2014,2014-01-01,municipios,-46,-387.5,-62.0
2014,2014-01-01,municipios,-59,28.260869565217384,-13.0
