year,date,territory_type,territory,sex,nationality,age_group,age_min,age_max,population
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,De 70-74 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,De 75-79 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,extranjera,Total,,,17
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 0-4 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 10-14 años,,,15
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 15-19 años,,,5
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 20-24 años,,,7
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 25-29 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 30-34 años,,,6
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 35-39 años,,,13
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 40-44 años,,,9
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 45-49 años,,,17
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 5-9 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 50-54 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 55-59 años,,,16
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 60-64 años,,,12
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 65-69 años,,,8
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 70-74 años,,,6
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 75-79 años,,,6
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 80-84 años,,,7
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 85-89 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 90-94 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,De 95-99 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,mujeres,,Total,,,156
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 0-4 años,,,5
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 10-14 años,,,22
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 15-19 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 20-24 años,,,8
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 25-29 años,,,7
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 30-34 años,,,11
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 35-39 años,,,19
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 40-44 años,,,17
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 45-49 años,,,36
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 5-9 años,,,12
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 50-54 años,,,42
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 55-59 años,,,30
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 60-64 años,,,28
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 65-69 años,,,18
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 70-74 años,,,22
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 75-79 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 80-84 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 85-89 años,,,4
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 90-94 años,,,4
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,De 95-99 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,espanola,Total,,,316
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 0-4 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 10-14 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 15-19 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 20-24 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 25-29 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 30-34 años,,,5
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 35-39 años,,,5
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 40-44 años,,,3
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 45-49 años,,,4
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 5-9 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 50-54 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 55-59 años,,,3
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 60-64 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 65-69 años,,,2
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 70-74 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 75-79 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,extranjera,Total,,,32
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 0-4 años,,,6
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 10-14 años,,,23
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 15-19 años,,,12
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 20-24 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 25-29 años,,,9
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 30-34 años,,,16
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 35-39 años,,,24
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 40-44 años,,,20
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 45-49 años,,,40
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 5-9 años,,,12
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 50-54 años,,,43
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 55-59 años,,,33
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 60-64 años,,,29
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 65-69 años,,,20
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 70-74 años,,,22
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 75-79 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 80-84 años,,,10
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 85-89 años,,,4
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 90-94 años,,,4
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,De 95-99 años,,,1
2021,2021-01-01,Municipios,Gargantilla del Lozoya y Pinilla de Buitrago,total,,Total,,,348
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 0-4 años,,,2
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 10-14 años,,,11
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 15-19 años,,,3
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 20-24 años,,,2
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 25-29 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 30-34 años,,,6
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 35-39 años,,,6
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 40-44 años,,,8
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 45-49 años,,,4
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 5-9 años,,,2
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 50-54 años,,,7
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 55-59 años,,,10
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 60-64 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 65-69 años,,,9
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 70-74 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 75-79 años,,,6
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,espanola,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,espanola,Total,,,91
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 0-4 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 10-14 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 15-19 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 20-24 años,,,3
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 25-29 años,,,2
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 30-34 años,,,1
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 35-39 años,,,3
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 40-44 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 45-49 años,,,1
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 5-9 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 50-54 años,,,1
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 55-59 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 60-64 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 65-69 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 70-74 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 75-79 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,extranjera,Total,,,11
2021,2021-01-01,Municipios,Gascones,hombres,,De 0-4 años,,,2
2021,2021-01-01,Municipios,Gascones,hombres,,De 10-14 años,,,11
2021,2021-01-01,Municipios,Gascones,hombres,,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,,De 15-19 años,,,3
2021,2021-01-01,Municipios,Gascones,hombres,,De 20-24 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,,De 25-29 años,,,7
2021,2021-01-01,Municipios,Gascones,hombres,,De 30-34 años,,,7
2021,2021-01-01,Municipios,Gascones,hombres,,De 35-39 años,,,9
2021,2021-01-01,Municipios,Gascones,hombres,,De 40-44 años,,,8
2021,2021-01-01,Municipios,Gascones,hombres,,De 45-49 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,,De 5-9 años,,,2
2021,2021-01-01,Municipios,Gascones,hombres,,De 50-54 años,,,8
2021,2021-01-01,Municipios,Gascones,hombres,,De 55-59 años,,,10
2021,2021-01-01,Municipios,Gascones,hombres,,De 60-64 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,,De 65-69 años,,,9
2021,2021-01-01,Municipios,Gascones,hombres,,De 70-74 años,,,5
2021,2021-01-01,Municipios,Gascones,hombres,,De 75-79 años,,,6
2021,2021-01-01,Municipios,Gascones,hombres,,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,hombres,,Total,,,102
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 0-4 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 10-14 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 15-19 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 20-24 años,,,4
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 25-29 años,,,6
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 30-34 años,,,5
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 35-39 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 40-44 años,,,4
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 45-49 años,,,7
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 5-9 años,,,4
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 50-54 años,,,7
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 55-59 años,,,6
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 60-64 años,,,7
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 65-69 años,,,6
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 70-74 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 75-79 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 80-84 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 85-89 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 90-94 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,espanola,Total,,,76
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 0-4 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 10-14 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 15-19 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 20-24 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 25-29 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 30-34 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 35-39 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 40-44 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 45-49 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 5-9 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 50-54 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 55-59 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 60-64 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 65-69 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 70-74 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 75-79 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,extranjera,Total,,,13
2021,2021-01-01,Municipios,Gascones,mujeres,,De 0-4 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,,De 10-14 años,,,6
2021,2021-01-01,Municipios,Gascones,mujeres,,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,,De 15-19 años,,,4
2021,2021-01-01,Municipios,Gascones,mujeres,,De 20-24 años,,,4
2021,2021-01-01,Municipios,Gascones,mujeres,,De 25-29 años,,,7
2021,2021-01-01,Municipios,Gascones,mujeres,,De 30-34 años,,,6
2021,2021-01-01,Municipios,Gascones,mujeres,,De 35-39 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,,De 40-44 años,,,4
2021,2021-01-01,Municipios,Gascones,mujeres,,De 45-49 años,,,9
2021,2021-01-01,Municipios,Gascones,mujeres,,De 5-9 años,,,5
2021,2021-01-01,Municipios,Gascones,mujeres,,De 50-54 años,,,10
2021,2021-01-01,Municipios,Gascones,mujeres,,De 55-59 años,,,7
2021,2021-01-01,Municipios,Gascones,mujeres,,De 60-64 años,,,7
2021,2021-01-01,Municipios,Gascones,mujeres,,De 65-69 años,,,6
2021,2021-01-01,Municipios,Gascones,mujeres,,De 70-74 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,,De 75-79 años,,,3
2021,2021-01-01,Municipios,Gascones,mujeres,,De 80-84 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,,De 85-89 años,,,2
2021,2021-01-01,Municipios,Gascones,mujeres,,De 90-94 años,,,1
2021,2021-01-01,Municipios,Gascones,mujeres,,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,mujeres,,Total,,,89
2021,2021-01-01,Municipios,Gascones,total,espanola,De 0-4 años,,,4
2021,2021-01-01,Municipios,Gascones,total,espanola,De 10-14 años,,,14
2021,2021-01-01,Municipios,Gascones,total,espanola,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,total,espanola,De 15-19 años,,,6
2021,2021-01-01,Municipios,Gascones,total,espanola,De 20-24 años,,,6
2021,2021-01-01,Municipios,Gascones,total,espanola,De 25-29 años,,,11
2021,2021-01-01,Municipios,Gascones,total,espanola,De 30-34 años,,,11
2021,2021-01-01,Municipios,Gascones,total,espanola,De 35-39 años,,,8
2021,2021-01-01,Municipios,Gascones,total,espanola,De 40-44 años,,,12
2021,2021-01-01,Municipios,Gascones,total,espanola,De 45-49 años,,,11
2021,2021-01-01,Municipios,Gascones,total,espanola,De 5-9 años,,,6
2021,2021-01-01,Municipios,Gascones,total,espanola,De 50-54 años,,,14
2021,2021-01-01,Municipios,Gascones,total,espanola,De 55-59 años,,,16
2021,2021-01-01,Municipios,Gascones,total,espanola,De 60-64 años,,,12
2021,2021-01-01,Municipios,Gascones,total,espanola,De 65-69 años,,,15
2021,2021-01-01,Municipios,Gascones,total,espanola,De 70-74 años,,,8
2021,2021-01-01,Municipios,Gascones,total,espanola,De 75-79 años,,,9
2021,2021-01-01,Municipios,Gascones,total,espanola,De 80-84 años,,,1
2021,2021-01-01,Municipios,Gascones,total,espanola,De 85-89 años,,,2
2021,2021-01-01,Municipios,Gascones,total,espanola,De 90-94 años,,,1
2021,2021-01-01,Municipios,Gascones,total,espanola,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,total,espanola,Total,,,167
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 0-4 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 10-14 años,,,3
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 15-19 años,,,1
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 20-24 años,,,3
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 25-29 años,,,3
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 30-34 años,,,2
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 35-39 años,,,3
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 40-44 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 45-49 años,,,3
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 5-9 años,,,1
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 50-54 años,,,4
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 55-59 años,,,1
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 60-64 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 65-69 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 70-74 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 75-79 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 80-84 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 85-89 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 90-94 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,total,extranjera,Total,,,24
2021,2021-01-01,Municipios,Gascones,total,,De 0-4 años,,,4
2021,2021-01-01,Municipios,Gascones,total,,De 10-14 años,,,17
2021,2021-01-01,Municipios,Gascones,total,,De 100 y más años,,,0
2021,2021-01-01,Municipios,Gascones,total,,De 15-19 años,,,7
2021,2021-01-01,Municipios,Gascones,total,,De 20-24 años,,,9
2021,2021-01-01,Municipios,Gascones,total,,De 25-29 años,,,14
2021,2021-01-01,Municipios,Gascones,total,,De 30-34 años,,,13
2021,2021-01-01,Municipios,Gascones,total,,De 35-39 años,,,11
2021,2021-01-01,Municipios,Gascones,total,,De 40-44 años,,,12
2021,2021-01-01,Municipios,Gascones,total,,De 45-49 años,,,14
2021,2021-01-01,Municipios,Gascones,total,,De 5-9 años,,,7
2021,2021-01-01,Municipios,Gascones,total,,De 50-54 años,,,18
2021,2021-01-01,Municipios,Gascones,total,,De 55-59 años,,,17
2021,2021-01-01,Municipios,Gascones,total,,De 60-64 años,,,12
2021,2021-01-01,Municipios,Gascones,total,,De 65-69 años,,,15
2021,2021-01-01,Municipios,Gascones,total,,De 70-74 años,,,8
2021,2021-01-01,Municipios,Gascones,total,,De 75-79 años,,,9
2021,2021-01-01,Municipios,Gascones,total,,De 80-84 años,,,1
2021,2021-01-01,Municipios,Gascones,total,,De 85-89 años,,,2
2021,2021-01-01,Municipios,Gascones,total,,De 90-94 años,,,1
2021,2021-01-01,Municipios,Gascones,total,,De 95-99 años,,,0
2021,2021-01-01,Municipios,Gascones,total,,Total,,,191
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 0-4 años,,,4010
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 10-14 años,,,4556
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 100 y más años,,,6
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 15-19 años,,,4100
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 20-24 años,,,3448
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 25-29 años,,,3438
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 30-34 años,,,4215
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 35-39 años,,,5698
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 40-44 años,,,7025
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 45-49 años,,,7532
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 5-9 años,,,4429
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 50-54 años,,,5981
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 55-59 años,,,4788
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 60-64 años,,,4025
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 65-69 años,,,3514
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 70-74 años,,,4412
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 75-79 años,,,3941
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 80-84 años,,,2003
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 85-89 años,,,940
2021,2021-01-01,Municipios,Getafe,hombres,espanola,De 90-94 años,,,292
