filas_totales_final,filas_detalle_sin_totales,columnas,anio_min,anio_max,territorios_distintos,tipos_territorio
49000,21432,12,2021,2024,191,"{'Municipios': 45924, 'Zonas Estadísticas': 2820, 'Comunidad de Madrid': 256}"
